0.0008,0.89855,0.0025928,0.899,0.5994,1.7954,0.899,1.7954,0.0008018,0.899,0.0025964,0.89945,0.899,1.7972,1.1986,1.7972,0.0008193
-0.49795,0.3996,0.26642,0.401,-0.038745,0.86544,1.7898,1.0986,-0.4968,0.86513,0.26744,0.86576,0.64938,1.7962,1.7944,1.7962,0.26702
-0.00019601,0.26735,0.2004,0.401,0.0015976,0.86544,0.0041848,0.86602,-0.0001944,0.26753,0.26744,0.4014,0.64938,1.2978,1.0387,1.2984,0.20014
-0.4982,0.39821,0.39821,0.4,-0.4973,0.4,0.4,0.40179,-0.4973,0.4,0.4,0.40179,0.4,1.2973,1.2973,1.2982,0.4
-0.33176,0.51935,0.0015976,0.8985,0.2004,1.7926,0.59993,1.7954,-0.33105,0.52012,0.0033896,0.8994,0.73256,1.7958,1.1985,1.7972,0.002391
-0.9962,-0.065711,-0.065711,0.4,-0.99342,0.4,0.4,0.86571,-0.99342,0.4,0.4,0.86571,0.4,1.7934,1.7934,1.7962,0.4
-0.4982,-0.99063,0.001396,0.4,-0.33122,0.4,0.0023952,0.8654,-0.66278,-0.99162,0.4,0.5334,0.4,0.83932,1.0385,1.2982,0.40004
-0.9962,-0.2986,-0.065756,0.399,-0.9962,-0.065445,-0.065134,0.4004,-0.99441,-0.98984,0.53256,0.53358,0.15062,0.83874,1.2968,1.298,0.53298
0.000799,0.8976,0.0025944,0.8985,0.59887,1.7926,1.1967,1.7944,0.0011992,0.87868,0.0033896,0.87921,0.73256,1.4642,1.0986,1.4646,0.00083901
-0.4982,-0.065401,0.2666,0.4,-0.03932,0.4,1.7916,1.7906,-0.23852,0.7976,0.4,0.7986,0.4,1.1312,1.4628,1.2982,0.40034
-0.000198,0.26651,0.26651,0.4,0.0006008,0.4,0.4,0.53349,0.0006008,0.4,0.4,0.53349,0.4,0.7994,0.7994,0.8002,0.40059
-0.49845,-0.066022,0.3986,0.399,-0.4978,-0.065445,0.53247,0.53265,-0.23866,0.79582,0.53256,0.5996,0.15062,0.7984,0.80019,0.8002,0.5996
-0.4982,-0.048876,-0.048876,0.4,-0.1986,0.4,0.4,0.84888,-0.1986,0.4,0.4,0.84888,0,0.9986,0.9986,1.2982,0.39988
-0.9972,-0.9954,-0.099399,-0.098501,-0.9958,-0.99262,0.27988,0.28065,-0.39847,0.20007,0.79661,0.7984,0.067444,0.5996,1.131,1.1318,0.79761
-0.66464,-0.99441,-0.079208,-0.098501,-0.66416,-0.99262,-0.07868,-0.097603,-0.2986,-0.39674,0.79661,0.79741,0.067444,0.20113,0.7988,0.7992,0.79917
-0.9972,-0.99541,-0.09945,-0.099,-0.9972,-0.9954,-0.099,-0.09855,-0.3986,-0.099,0.7974,0.79741,-0.099,0.2006,0.7992,0.7992,0.79918
0.00078776,0.26702,0.20014,0.4,0.00239,0.4,0.40004,0.53298,0.00081013,0.40034,0.40059,0.5996,0.39988,0.79761,0.7992,0.79921,0.79893
