1e-05,0.50375,0.001016,0.504,0.33589,1.007,0.504,1.007,1.1009e-05,0.504,0.001018,0.50425,0.504,1.008,0.67211,1.008,2.1757e-05
-0.49874,0.004995,0.003002,0.005996,-0.19731,0.33922,1.003,0.5065,-0.49799,0.33899,0.0036718,0.33944,0.25438,1.007,1.006,1.007,0.003338
-0.00098601,0.0036702,0.002505,0.005996,1.997e-05,0.33922,0.0010359,0.33944,-0.00098598,0.0036733,0.0036718,0.006003,0.25438,0.50899,0.40723,0.50924,0.0025039
-0.49899,0.003994,0.003994,0.005,-0.49849,0.005,0.005,0.006006,-0.49849,0.005,0.005,0.006006,0.005,0.50849,0.50849,0.50899,0.0050002
-0.33255,0.20332,1.997e-05,0.5035,0.002505,1.005,0.3359,1.007,-0.3321,0.2038,0.0010259,0.504,0.33756,1.007,0.67189,1.008,3.0225e-05
-0.99699,-0.32922,-0.32922,0.005,-0.99499,0.005,0.005,0.33922,-0.99499,0.005,0.005,0.33922,0.005,1.005,1.005,1.007,0.0050002
-0.49899,-0.99299,-0.00096611,0.005,-0.33254,0.005,2.994e-05,0.339,-0.6641,-0.99398,0.005,0.0069967,0.005,0.20779,0.40699,0.50899,0.0049975
-0.99699,-0.4965,-0.32944,0.004004,-0.99699,-0.32922,-0.32899,0.005005,-0.99599,-0.99298,0.0063282,0.006998,-0.24438,0.20731,0.50799,0.50874,0.0066624
9.001e-06,0.503,0.001016,0.5035,0.33545,1.005,0.67077,1.006,1.499e-05,0.405,0.0010259,0.40524,0.33756,0.67521,0.50649,0.67543,2.1941e-05
-0.49899,-0.329,0.0030033,0.005,-0.19779,0.005,1.004,1.003,-0.39699,0.0099701,0.005,0.010966,0.005,0.34254,0.6741,0.50899,0.0050007
-0.000988,0.0030027,0.0030027,0.005,-0.00097605,0.005,0.005,0.0069973,-0.00097605,0.005,0.005,0.0069973,0.005,0.010976,0.010976,0.010988,0.0049991
-0.49924,-0.32944,0.003997,0.004004,-0.49899,-0.32922,0.0063267,0.0063298,-0.39723,0.0089641,0.0063282,0.007495,-0.24438,0.00998,0.010986,0.010986,0.0075013
-0.49899,-0.24687,-0.24687,0.005,-0.33088,0.005,0.005,0.25687,-0.33088,0.005,0.005,0.25687,0,0.34088,0.34088,0.50899,0.005001
-0.99799,-0.99698,-0.494,-0.4935,-0.99699,-0.99498,-0.1938,-0.19332,-0.66189,-0.3259,0.0089741,0.00998,-0.32756,0.007495,0.3421,0.34255,0.0099702
-0.66543,-0.99599,-0.39524,-0.4935,-0.66521,-0.99498,-0.395,-0.493,-0.49649,-0.66077,0.0089741,0.008984,-0.32756,-0.32545,0.009985,0.009991,0.0099781
-0.99799,-0.99698,-0.49425,-0.494,-0.99799,-0.99698,-0.494,-0.49375,-0.66211,-0.494,0.008982,0.008984,-0.494,-0.32589,0.009989,0.00999,0.0099783
-1.6452e-06,0.0033375,0.0025034,0.0049998,2.9536e-05,0.0049998,0.0049971,0.006662,-1.216e-06,0.0050003,0.0049987,0.007501,0.0050006,0.0099701,0.010002,0.010002,0.0099867
