generation,ave_Payoff
251,5.018654683950305E-5
252,4.9695890008833584E-5
253,2.0122719834404094E-5
254,3.3528364679306916E-5
255,4.0574480440352935E-5
256,4.425162539677218E-5
257,4.6148569430389186E-5
258,4.724153435379172E-5
259,4.7702265620872985E-5
260,4.790662895654116E-5
261,4.7977167005111236E-5
262,4.7978469300092684E-5
263,4.794435606808892E-5
264,4.789244768686184E-5
265,4.7831860913080086E-5
266,4.776726693736553E-5
267,4.770102590522606E-5
268,4.763430594859088E-5
269,4.7567667164693195E-5
270,4.7501364435375206E-5
271,4.743550304810286E-5
272,4.737011764829936E-5
273,4.730521154604873E-5
274,4.7240775731518824E-5
275,1.9398981663537974E-5
276,4.494899999966016E-5
277,4.6877150934622695E-5
278,4.6967611708743235E-5
279,4.6917175957853903E-5
280,4.685629554216854E-5
281,4.67949874244416E-5
282,4.673401718523729E-5
283,4.667344003708922E-5
284,4.661325689615385E-5
285,4.655346469874916E-5
286,4.649406019923041E-5
287,4.643504021525576E-5
288,4.6352750382934154E-5
289,4.6294290466996377E-5
290,4.62365567261794E-5
291,4.617919360561443E-5
292,4.612219806549498E-5
293,4.6065567075017024E-5
294,4.60092976130796E-5
295,4.595338666973152E-5
296,3.860575398778079E-5
297,4.232216480302845E-5
298,4.408790288623877E-5
299,4.4911263094664514E-5
300,4.528020808056301E-5
301,4.543028261299762E-5
302,4.547506293936077E-5
303,4.546928494499617E-5
304,4.543932041104805E-5
305,4.5397873129893215E-5
306,4.5351061735476296E-5
307,4.530183241673611E-5
308,4.5251603068887056E-5
309,4.5201055360017944E-5
310,-4.342454349666634E-5
311,2.5850035001471703E-5
312,4.086969399144964E-5
313,1.5905908333240686E-4
314,1.1672112665157253E-4
315,8.990328939637084E-5
316,7.303241966533964E-5
317,6.243953328068384E-5
318,5.578793915377797E-5
319,5.160605018100613E-5
320,4.8970719428129416E-5
321,4.7303653853126506E-5
322,4.624277565142445E-5
323,4.5561426884043244E-5
324,4.51177323692904E-5
325,4.482288890556024E-5
326,6.134599264980208E-5
327,5.2845783917575025E-5
328,4.855789095360055E-5
329,4.638261015859858E-5
330,4.526731731105568E-5
331,4.4684219971935335E-5
332,4.436860058117717E-5
333,4.418761544738521E-5
334,4.407454813198188E-5
335,4.3995859096844886E-5
336,2.9176190874365043E-5
337,4.106645687234447E-5
338,4.329510445502285E-5
339,4.368257296105602E-5
340,4.372112041313119E-5
341,4.369398888256592E-5
342,4.365477791608046E-5
343,4.3613568385472556E-5
344,4.357222412388654E-5
345,4.35310721598928E-5
346,4.349015974487211E-5
347,4.3449487258676214E-5
348,4.3409049467390576E-5
349,4.3368841818661805E-5
350,4.332886083147542E-5
351,4.3289103744412216E-5
352,4.32495682215505E-5
353,4.3210252173915275E-5
354,9.874001988499076E-5
355,5.691387117007501E-5
356,5.024228008406487E-5
357,4.6723381324143905E-5
358,4.5359505056850966E-5
359,4.464178232937262E-5
360,4.4169437246206984E-5
361,-5.086132048924071E-5
362,-1.7188237495502582E-5
363,4.388397216522321E-6
364,1.8198547803725336E-5
365,2.702761623353814E-5
366,3.2664527352655784E-5
367,3.6256939347127385E-5
368,3.8540552231556416E-5
369,3.9986718825989834E-5
370,4.08972945741899E-5
371,4.1465513835408355E-5
372,4.1815030959247446E-5
373,4.2024944481092E-5
374,4.214583050108662E-5
375,4.221001224141276E-5
376,4.223813598005359E-5
377,4.224338071101065E-5
378,-6.111658051410768E-5
379,-2.1629169546730943E-5
380,2.7683011838766545E-6
381,1.7826727874062924E-5
382,2.711202176367974E-5
383,3.669436004308593E-5
384,3.931132810817694E-5
385,4.078051648401976E-5
386,4.157164550423364E-5
387,4.1968009094687164E-5
388,4.213909034384029E-5
389,4.218530758559618E-5
390,4.2165394097147325E-5
391,4.211309410071592E-5
392,4.204730308582141E-5
393,4.197819631706005E-5
394,4.191090975929989E-5
395,4.184773317352087E-5
396,2.1957166489672146E-5
397,3.198374364111125E-5
398,3.689492777156222E-5
399,3.9286708768278487E-5
400,4.0441037382246646E-5
401,4.098866569388993E-5
402,4.1239336441334694E-5
403,4.134496346249697E-5
404,4.1379971296928614E-5
405,4.13807738539456E-5
406,4.13651542487778E-5
407,4.134177209545352E-5
408,4.1314825007997985E-5
409,4.12863327153239E-5
410,4.125725525873782E-5
411,4.122803965351868E-5
412,4.1198886557046E-5
413,4.11698799006913E-5
414,4.1141049554111104E-5
415,4.1112401342458936E-5
416,4.108393120952362E-5
417,4.1055631729844033E-5
418,4.102749496608575E-5
419,4.099951361016156E-5
420,4.097168134183858E-5
421,4.0943992849468795E-5
422,4.0916443720521954E-5
423,4.088903029570046E-5
424,4.0861749526367466E-5
425,4.083459884992804E-5
426,4.080757608659958E-5
427,4.0780679356365385E-5
428,4.075390701329178E-5
429,4.072725759410682E-5
430,4.070072977819628E-5
431,4.067432235660229E-5
432,4.083813765989895E-5
433,4.0811765386095167E-5
434,4.0785828740729E-5
435,4.076000787550957E-5
436,4.073430187713786E-5
437,4.070870986117035E-5
438,4.0683230966959815E-5
439,9.349039005682499E-5
440,8.095293164813466E-5
441,1.2843388789107166E-4
442,1.1478105977984194E-4
443,1.0355704367616566E-4
444,9.427535128725645E-5
445,8.655534688714228E-5
446,8.009752226865888E-5
447,7.46653765159129E-5
448,7.007142611985612E-5
449,6.616640197370538E-5
450,6.273628105344521E-5
451,5.987913475358825E-5
452,5.741777249911328E-5
453,5.52886723733905E-5
454,5.344041934526144E-5
455,5.183074637595451E-5
456,9.364146967013913E-5
457,8.686098638779175E-5
458,6.429697237826506E-5
459,6.754827167795108E-5
460,9.819395497725895E-5
461,7.599455964061496E-5
462,6.655596316446015E-5
463,6.162497016501834E-5
464,5.840158368140292E-5
465,5.592928452366779E-5
466,5.387166785051414E-5
467,5.2099949327584605E-5
468,5.05550828558784E-5
469,4.920220861029163E-5
470,1.683284251416704E-4
471,1.2175914890945962E-4
472,1.459508980518313E-4
473,9.543839403315797E-5
474,7.09830282232679E-5
475,5.846213118913668E-5
476,5.166160515775733E-5
477,4.7748912818331004E-5
478,4.5374021266634886E-5
479,4.386043322215951E-5
480,4.285147373251866E-5
481,4.2149995033009004E-5
482,4.164247593826084E-5
483,4.126128588792725E-5
484,4.096497729208585E-5
485,3.163462226669244E-5
486,3.724725228298299E-5
487,3.918109352732141E-5
488,3.97978770540021E-5
489,3.994921495546771E-5
490,3.994079263193033E-5
491,3.988156097472184E-5
492,3.98248397608381E-5
493,3.975313740399542E-5
494,3.968619995268205E-5
495,3.9624495944579206E-5
496,3.9567855894362344E-5
497,3.9515810177308654E-5
498,2.593506041204155E-5
499,3.286267928639633E-5
500,3.620184189815803E-5
501,3.78011771005307E-5
502,3.8558393638039745E-5
503,3.890863860514716E-5
504,3.906263379652269E-5
505,8.391026304547497E-6
506,2.2997060356624443E-5
507,3.065749237229547E-5
508,3.466696247177504E-5
509,3.675951432181239E-5
510,3.784627848140626E-5
511,3.8405581044947083E-5
512,3.868841597681823E-5
513,3.88264503447141E-5
514,3.88887379728841E-5
515,3.891148433364989E-5
516,3.891366398417744E-5
517,3.890521392218731E-5
518,3.88913317896545E-5
519,3.8874730595167244E-5
520,3.885682141233196E-5
521,3.883833369139359E-5
522,3.8819640543095245E-5
523,3.8800929254730653E-5
524,3.878229062182753E-5
525,3.876376569943328E-5
526,3.874537022570692E-5
527,4.2740637321407373E-5
528,4.174659658422173E-5
529,4.098954813093388E-5
530,4.041183871366531E-5
531,1.2532411897441914E-4
532,1.0040773876058739E-4
533,8.264006118537286E-5
534,6.997043868103317E-5
535,1.6277286478235496E-4
536,1.2138698400056012E-4
537,9.382683414505074E-5
538,7.546072010330321E-5
539,6.32105316334105E-5
540,5.5030585101185635E-5
541,4.9561232035464934E-5
542,4.5898465433411335E-5
543,4.344088611722889E-5
544,4.178811952036925E-5
545,4.8110822656472185E-5
546,4.264829109714253E-5
547,4.0404983690072494E-5
548,3.94185744526984E-5
549,3.894313945994415E-5
550,3.868855940327607E-5
551,3.853751375099557E-5
552,3.8439671297960303E-5
553,3.834903879288631E-5
554,3.8298711711422135E-5
555,3.8260100878921044E-5
556,3.822890112322705E-5
557,3.8202649967684035E-5
558,3.8179748306466543E-5
559,3.815913586057355E-5
560,3.81401006126994E-5
561,3.812216059279649E-5
562,3.8104987824004154E-5
563,-1.5433725335111006E-6
564,3.329184907408965E-5
565,3.7480408279334E-5
566,3.79703919034644E-5
567,3.801563140253332E-5
568,3.8007502054447824E-5
569,3.7993042899379944E-5
570,3.7977895937402046E-5
571,3.796272983704197E-5
572,3.7947618147722985E-5
573,3.793256485967758E-5
574,3.7917566990422924E-5
575,3.790262168858555E-5
576,3.788772679546458E-5
577,3.7872880709289174E-5
578,3.785808222746056E-5
579,3.78433304289861E-5
580,3.785347417508635E-5
581,3.783845920939263E-5
582,3.782386985418018E-5
583,3.7809324876204995E-5
584,3.779482391546206E-5
585,3.778036664845104E-5
586,3.7765952778183446E-5
587,3.7751582027103655E-5
588,3.773725413206178E-5
589,3.7722968840734556E-5
590,3.770872590906955E-5
591,3.769452509945422E-5
592,3.7680366179399674E-5
593,3.766624892059008E-5
594,1.0053618859884238E-4
595,9.092856415898971E-5
596,8.27837333016593E-5
597,7.587829792300974E-5
598,7.002360923665256E-5
599,6.505966303335711E-5
600,6.085076976365876E-5
601,5.728187366744509E-5
602,5.42554252077884E-5
603,5.16887247452534E-5
604,4.951166724349608E-5
605,4.766482803114253E-5
606,4.609783845266635E-5
607,4.476800780172482E-5
608,4.363915440707011E-5
609,4.2680614279501775E-5
610,4.186640045745597E-5
611,4.117449022210497E-5
612,4.058622078918755E-5
613,4.008577701008217E-5
614,3.965975710310819E-5
615,3.929680455166133E-5
616,3.898729610352106E-5
617,3.8723077332625284E-5
618,3.849723852111611E-5
619,3.830392471995902E-5
620,3.813817478032982E-5
621,3.799578494029201E-5
622,3.7873193223391146E-5
623,3.776738147582703E-5
624,3.767579235226065E-5
625,3.759625897019855E-5
626,3.7526945300412965E-5
627,-5.643138392514523E-5
628,-2.323871585326583E-5
629,-1.7999193831066546E-6
630,1.2037442401122585E-5
631,2.0962861778326658E-5
632,7.681795315423819E-6
633,3.00991896464253E-5
634,3.280041624807711E-5
635,3.433686871300183E-5
636,3.5318321453674825E-5
637,3.594524923516263E-5
638,3.63437289536572E-5
639,3.659503775071345E-5
640,3.675159571362706E-5
641,3.68472032455639E-5
642,3.690364759006115E-5
643,1.2269399478526797E-4
644,9.798017950554248E-5
645,8.038181837103343E-5
646,6.78512390738129E-5
647,5.8929415450527094E-5
648,5.2576732431019466E-5
649,4.805273797422974E-5
650,4.483021658104945E-5
651,4.2533864173327354E-5
652,4.089655933405713E-5
653,3.97282015053863E-5
654,3.889351461993419E-5
655,3.82962418964806E-5
656,3.786789419188983E-5
657,3.7559741378369364E-5
658,-3.853942374714117E-5
659,3.2021487773429514E-5
660,3.670624584266336E-5
661,3.694524889259123E-5
662,3.690178180330591E-5
663,3.68532270884106E-5
664,3.6814381117537686E-5
665,3.678335756497881E-5
666,3.675797026926264E-5
667,3.673660636703501E-5
668,3.67181143439175E-5
669,3.6701674547945604E-5
670,3.6686703681340825E-5
671,3.667278662322633E-5
672,3.6657703201251E-5
673,3.6644511772703293E-5
674,3.663209465101185E-5
675,3.661996992095396E-5
676,3.660806177551327E-5
677,9.013188794368659E-5
678,5.7448441718534386E-5
679,4.470094350947437E-5
680,3.972779733885883E-5
681,3.778389621439902E-5
682,3.701994670817153E-5
683,3.6715567436761834E-5
684,3.65901872878376E-5
685,3.6534537053392514E-5
686,3.650606190068215E-5
687,3.6488188529381045E-5
688,3.6474462011551924E-5
689,3.64623680435874E-5
690,3.645092706838098E-5
691,3.643975730613459E-5
692,3.6428709838846906E-5
693,3.6417726480206606E-5
694,3.640678441162477E-5
695,8.35978067328768E-5
696,7.732944282966263E-5
697,1.871836859599209E-4
698,1.394161660369631E-4
699,1.0833946691643429E-4
700,8.78761739217686E-5
701,7.419572165155129E-5
702,6.487924119005495E-5
703,5.838422530988655E-5
704,5.377055650582522E-5
705,5.039392700486825E-5
706,4.785604283306445E-5
707,4.589920154318591E-5
708,4.435455826825026E-5
709,4.310992911151386E-5
710,4.208948376006895E-5
711,4.1240906815669184E-5
712,4.052725476779337E-5
713,3.992176861530721E-5
714,3.940454994330373E-5
715,3.896041449473459E-5
716,3.857749206533846E-5
717,3.824630139680755E-5
718,3.7959129065436344E-5
719,3.770960436265577E-5
720,3.749240175595956E-5
721,3.730302742714056E-5
722,3.713766207825601E-5
723,3.699304210323137E-5
724,3.686636749482877E-5
725,3.67552288417206E-5
726,3.66575483150598E-5
727,3.657153117964931E-5
728,3.649562542545954E-5
729,3.642848781078399E-5
730,3.6368955070966874E-5
731,3.631601935978358E-5
732,3.62688072069348E-5
733,3.622656142818685E-5
734,3.6188625535776816E-5
735,3.8491804661594213E-5
736,3.787227493998363E-5
737,3.740348552808607E-5
738,8.072578386123006E-5
739,7.48673086948799E-5
740,6.978587208700483E-5
741,1.0893693082158252E-4
742,9.95000584113882E-5
743,9.128488785274955E-5
744,8.413141260163852E-5
745,7.790162045079923E-5
746,7.24755872309722E-5
747,6.774907528752775E-5
748,6.363145630193965E-5
749,6.004391407554132E-5
750,5.691788883368874E-5
751,5.419372988301909E-5
752,5.181952806830793E-5
753,4.975010347317539E-5
754,4.794612725238271E-5
755,4.6373359439165394E-5
756,4.500198710339881E-5
757,4.380604940452131E-5
758,1.448646321125683E-4
759,1.0886440354388888E-4
760,8.503132657008656E-5
761,-3.1314494860443156E-5
762,3.9906193738909695E-5
763,4.814564917062925E-5
764,3.861001249508848E-5
765,3.756228063916172E-5
766,2.9122234200767436E-5
767,3.0256018084768176E-5
768,3.127155685150969E-5
769,3.215029588896721E-5
770,3.2889437244199706E-5
771,7.502985834948288E-5
772,4.663048368387824E-5
773,3.8229922746035766E-5
774,5.3163730517745605E-5
775,4.790811748674788E-5
776,4.442950722138656E-5
777,4.200210345623695E-5
778,4.026546651898378E-5
779,3.900842741999277E-5
780,3.809304550944972E-5
781,3.742385471477884E-5
782,3.693297272219462E-5
783,3.6571551977148985E-5
784,3.6293588392116415E-5
785,3.609473324035117E-5
786,3.594609944213477E-5
787,3.583383811222221E-5
788,3.574816263038358E-5
789,3.568195864239426E-5
790,3.5630050917292913E-5
791,3.5588671551252967E-5
792,3.5555074199545645E-5
793,3.552725424785965E-5
794,-4.533731357455067E-6
795,3.127284768434527E-5
796,3.502617693533452E-5
797,3.540415073415013E-5
798,3.543075327745201E-5
799,3.542164278172181E-5
800,3.540956119913438E-5
801,3.539777042161372E-5
802,3.5386492711015145E-5
803,3.5353249272008435E-5
804,3.5342433175102506E-5
805,3.53322932999248E-5
806,3.532240930575398E-5
807,3.531274158929005E-5
808,2.380168629880971E-6
809,1.4927199487441722E-5
810,-8.16093557141912E-5
811,-3.718549461690555E-5
812,-9.63629241234787E-6
813,7.437689729088332E-6
814,1.8014669930220945E-5
815,2.4564319164567446E-5
816,2.8618386661302988E-5
817,7.385092234162584E-5
818,5.085735350115603E-5
819,4.1363914337026526E-5
820,3.750933210630294E-5
821,3.5982434467895846E-5
822,3.5400843136027365E-5
823,3.519358438734732E-5
824,-6.732186373377446E-5
825,-2.8702773352993234E-5
826,-4.62114210954175E-6
827,1.0381426211966271E-5
828,1.9721599580610977E-5
829,2.5533400310570524E-5
830,2.914780790559131E-5
831,3.13942018955227E-5
832,4.7146526147818096E-5
833,4.045172439388461E-5
834,3.740767153721961E-5
835,3.604263265758787E-5
836,3.544215896943624E-5
837,3.5184810685787855E-5
838,9.12817787334823E-5
839,8.494083243307279E-5
840,7.933074686317685E-5
841,7.435574095450788E-5
842,6.993933993083262E-5
843,6.601698616851406E-5
844,6.253274503764522E-5
845,5.9437481316973515E-5
846,1.6802904555922596E-5
847,4.933741916445725E-5
848,5.14603572533365E-5
849,5.005919546407033E-5
850,4.84123394637563E-5
851,4.6900098299992754E-5
852,4.5550544472898864E-5
853,4.4350738212328045E-5
854,4.328455337444904E-5
855,4.233709931024967E-5
856,4.149508096013976E-5
857,4.0746682134079425E-5
858,4.0081408165785E-5
859,3.948993938855208E-5
860,3.896400002705322E-5
861,3.849624153941522E-5
862,3.80801389194164E-5
863,3.7709898547237315E-5
864,3.738037631696311E-5
865,7.964770110799736E-5
866,5.452602407116257E-5
867,4.395076515428443E-5
868,3.944338543372585E-5
869,3.7471226321401E-5
870,3.65635031648622E-5
871,3.6107581016332714E-5
872,3.584777371777429E-5
873,3.567688287940161E-5
874,3.554952739400617E-5
875,3.54461096437351E-5
876,3.53578298242574E-5
877,3.528044897259579E-5
878,3.521168880817578E-5
879,3.515014385481242E-5
880,3.509482284224368E-5
881,3.504495234692414E-5
882,3.499989005986667E-5
883,3.49590841879418E-5
884,3.492205253805252E-5
885,3.4888370234765096E-5
886,3.4857661428665306E-5
887,3.482959302085312E-5
888,3.480386954286174E-5
889,3.478022879868524E-5
890,3.475843807382936E-5
891,3.4738290802230087E-5
892,3.4719603620742024E-5
893,3.470221375984524E-5
894,-6.793379369162584E-5
895,-3.6663034734983736E-6
896,2.17966982783437E-5
897,2.9475404274051743E-5
898,3.233402470801092E-5
899,5.237121560836364E-5
900,4.376499748686295E-5
901,3.93180676761375E-5
902,3.7020533635522924E-5
903,-4.751834189150012E-5
904,3.0881343610388696E-5
905,3.4667997976398296E-5
906,3.471222320306973E-5
907,3.463165491019529E-5
908,3.4580889545639545E-5
909,3.455045064572403E-5
910,3.453080525860619E-5
911,3.451679596823057E-5
912,3.449652557749727E-5
913,3.4486691288777444E-5
914,3.447808890139788E-5
915,3.446997410654308E-5
916,3.698182978668198E-5
917,-4.570573624359192E-5
918,1.817270266973856E-5
919,3.2675072274343826E-5
920,3.595358400071772E-5
921,3.6685824967063065E-5
922,3.684070591112716E-5
923,3.686472156749654E-5
924,3.685911111295659E-5
925,3.684682731822377E-5
926,3.683307218151625E-5
927,3.681902306051761E-5
928,3.680494498390732E-5
929,3.679089632984357E-5
930,3.677688881046093E-5
931,3.6762923724689924E-5
932,3.674900015835374E-5
933,2.8790633477252656E-5
934,3.6719166725128256E-5
935,3.670537107199912E-5
936,3.669161218981359E-5
937,3.667788915692634E-5
938,3.666420114720504E-5
939,3.6650547419482794E-5
940,3.663692730804385E-5
941,3.6623340214149446E-5
942,3.660978559851154E-5
943,3.65962629746137E-5
944,3.65827719027843E-5
945,3.656931198493633E-5
946,3.6555882859899883E-5
947,3.6542484199279755E-5
948,3.652911570377931E-5
949,3.651577709993794E-5
950,3.650246813723561E-5
951,3.648918858552363E-5
952,3.6475938232744E-5
953,-3.678349889177138E-5
954,3.365556137509959E-5
955,3.6308614807388856E-5
956,3.639642776476771E-5
957,3.638717530826762E-5
958,3.637428299725612E-5
959,1.204672067039794E-4
960,1.1207801551900343E-4
961,1.0452463337986377E-4
962,9.77225155272551E-5
963,9.15967423702365E-5
964,8.607987885185815E-5
965,8.111122443467156E-5
966,7.663613865864041E-5
967,7.260543458469574E-5
968,6.897483322839006E-5
969,6.570447279982897E-5
970,6.275846720241196E-5
971,6.0104508812088666E-5
972,5.771351106821818E-5
973,5.555928686323509E-5
974,5.361825912696035E-5
975,5.18692003676463E-5
976,5.0292998260264306E-5
977,1.144284943072162E-4
978,1.0294303492948535E-4
979,9.31718759972317E-5
980,2.004780040737868E-4
981,2.312581651338297E-4
982,1.845027865686542E-4
983,1.510160627467272E-4
984,1.2652728059015848E-4
985,1.0824640187768652E-4
986,9.433033710490423E-5
987,8.354579512994951E-5
988,7.505489958578159E-5
989,6.827845606694322E-5
990,6.28083708070509E-5
991,5.8351231292135934E-5
992,5.469169274572104E-5
993,5.166849679875383E-5
994,4.9158584594081875E-5
995,4.7066428118097207E-5
996,4.531675155003712E-5
997,4.3849476163210464E-5
998,4.2616140847254554E-5
999,4.15773156343363E-5
1000,4.070069431020817E-5
1001,3.99596598861984E-5
1002,3.9332185816324386E-5
1003,3.8799980484095884E-5
1004,3.833830765575988E-5
1005,3.7953241865921585E-5
1006,3.7625227987611266E-5
1007,3.734495549307225E-5
1008,3.710496846216115E-5
1009,3.6899008588936135E-5
1010,3.67218176093096E-5
1011,3.656897348068265E-5
1012,3.643675420920246E-5
1013,3.632202443525705E-5
1014,3.6222140824541E-5
1015,3.613487304533861E-5
1016,3.605833769430772E-5
1017,3.599094299945119E-5
1018,3.593134250632803E-5
1019,3.587839626107754E-5
1020,3.583113825587658E-5
1021,1.9363559154635514E-5
1022,2.5960490738622182E-5
1023,2.988200092898601E-5
1024,3.220764429844627E-5
1025,3.3582683782125246E-5
1026,3.4392053990511855E-5
1027,3.486513382156763E-5
1028,3.513850228785849E-5
1029,3.5293432247878064E-5
1030,3.537825714842034E-5
1031,3.542170146419032E-5
1032,3.544082093391114E-5
1033,3.542210851530496E-5
1034,3.541843409795326E-5
1035,3.541046150580093E-5
1036,3.5399882272992204E-5
1037,3.538791296754657E-5
1038,3.5375258999555654E-5
1039,3.536232398967473E-5
1040,3.534933403950928E-5
1041,3.533641140379896E-5
1042,3.532361809050804E-5
1043,3.531098159893107E-5
1044,3.529851005739629E-5
1045,3.5286201077783724E-5
1046,3.527404689241381E-5
1047,3.526203729695281E-5
