1e-05,0.50377,0.001016,0.50402,0.3359,1.0071,0.50402,1.0071,1.1009e-05,0.50402,0.001018,0.50427,0.50402,1.0081,0.67215,1.0081,2.1757e-05
-0.49874,0.027405,0.0030223,0.028406,-0.1973,0.35921,1.0031,0.52321,-0.49799,0.35895,0.0036919,0.35939,0.25441,1.0072,1.0061,1.0072,0.003368
-0.00098601,0.0036905,0.0025165,0.0060411,2.015e-05,0.35918,0.0010366,0.35942,-0.00098598,0.0036929,0.0036919,0.0060485,0.26578,0.55383,0.43606,0.55413,0.0025154
-0.49899,0.026359,0.004039,0.016209,-0.49849,0.027455,0.01625,0.028505,-0.49849,0.016251,0.005045,0.0060962,0.01647,0.55337,0.55333,0.5539,0.0050678
-0.33255,0.20334,2.015e-05,0.50355,0.0025162,1.0051,0.33593,1.0071,-0.3321,0.20382,0.0010262,0.50404,0.33759,1.0071,0.67195,1.0081,3.049e-05
-0.99699,-0.31921,-0.31923,0.027455,-0.99499,0.016461,0.01625,0.35919,-0.99499,0.016282,0.01625,0.35921,0.0050448,1.0052,1.0052,1.0072,0.01625
-0.49899,-0.99299,-0.00096557,0.01625,-0.33254,0.01625,3.0481e-05,0.35899,-0.6641,-0.99398,0.016249,0.026967,0.016214,0.23655,0.4358,0.5539,0.016258
-0.99699,-0.49091,-0.31943,0.026458,-0.99699,-0.31922,-0.31897,0.027505,-0.99599,-0.99298,0.026305,0.027001,-0.23318,0.23591,0.55287,0.55367,0.026656
9.0011e-06,0.50302,0.001016,0.50352,0.33546,1.0051,0.67081,1.0061,1.5055e-05,0.41591,0.0010261,0.41606,0.34507,0.70518,0.52323,0.70488,2.1941e-05
-0.49899,-0.319,0.0030229,0.016251,-0.19778,0.016282,1.0041,1.0032,-0.39334,0.099343,0.01638,0.10025,0.016335,0.40227,0.704,0.55373,0.016026
-0.000988,0.0030228,0.0030228,0.005045,-0.00097587,0.01625,0.016249,0.026984,-0.00097589,0.01638,0.016157,0.026767,0.027778,0.10044,0.10041,0.10063,0.016351
-0.49924,-0.31945,0.0040424,0.004094,-0.49899,-0.31921,0.026287,0.026323,-0.39361,0.098158,0.026088,0.041153,-0.22146,0.09953,0.10063,0.10063,0.041203
-0.49899,-0.24685,-0.24115,0.01647,-0.33087,0.0050448,0.016214,0.27366,-0.32837,0.016335,0.027778,0.29122,0,0.36584,0.37802,0.55404,0.027746
-0.99799,-0.99698,-0.47157,-0.47102,-0.99699,-0.99498,-0.17223,-0.17185,-0.65188,-0.28607,0.098347,0.09953,-0.31257,0.04117,0.40191,0.40236,0.099253
-0.66543,-0.99599,-0.38081,-0.47105,-0.66521,-0.99498,-0.38057,-0.4705,-0.4909,-0.65076,0.098314,0.098533,-0.30526,-0.28553,0.099637,0.099721,0.099705
-0.99799,-0.99698,-0.47179,-0.47152,-0.99799,-0.99698,-0.47152,-0.47125,-0.65228,-0.47161,0.098536,0.09853,-0.47145,-0.28599,0.099719,0.09972,0.099707
-1.6451e-06,0.0033675,0.0025149,0.0050674,2.9801e-05,0.016249,0.016258,0.026655,-1.2159e-06,0.016025,0.01635,0.041202,0.027746,0.099253,0.099731,0.099732,0.099626
