name,stra.1,stra.15,stra.20,stra.33,stra.65,stra.69,stra.71,stra.100,stra.129,stra.131,stra.135,stra.138,stra.165,stra.195,stra.197,stra.205,stra.229,stra.233,stra.237,stra.257,
init,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,
0,0.00778185,0.0044093,0.0049504,0.00775671,0.00776157,0.00629286,0.00572164,0.00450456,0.00767353,0.00690377,0.00526092,0.00526475,0.0051195,0.00619239,0.00574094,0.00389273,0.00407227,0.00389454,0.00229758,0.00391375,
1,0.0132197,0.00449044,0.00456982,0.0131208,0.0131773,0.00882375,0.00721717,0.00413363,0.012938,0.010322,0.00630689,0.00606491,0.00591522,0.00849275,0.00770951,0.00382202,0.0038636,0.00386311,0.00139735,0.0037082,
2,0.020256,0.00437967,0.0032736,0.0200002,0.0201868,0.0114632,0.00843864,0.00329993,0.0197082,0.0138003,0.00702685,0.00611787,0.00636408,0.0105623,0.00971047,0.00371707,0.00352167,0.00381782,0.000901819,0.00339995,
3,0.0284995,0.00418935,0.00183786,0.0279673,0.0283943,0.014058,0.00937855,0.00237067,0.0275965,0.0168545,0.00742788,0.00547984,0.00655714,0.0121848,0.0116312,0.00360721,0.00318554,0.00377457,0.000629878,0.0030761,
4,0.0371966,0.00398997,0.000820838,0.0362514,0.0370434,0.0164427,0.0100581,0.00157745,0.0358825,0.0190911,0.00756228,0.00443643,0.00659672,0.0132475,0.0133659,0.00351468,0.00291557,0.00374787,0.000479943,0.00278888,
5,0.0457011,0.00381497,0.000291423,0.044214,0.0454879,0.0185566,0.0105434,0.000987848,0.0439585,0.0204053,0.00750968,0.00329684,0.00656626,0.013788,0.0148871,0.00344891,0.00271983,0.00374567,0.000394659,0.0025532,
6,0.0534716,0.00367631,8.19012e-05,0.0513508,0.0531879,0.0203789,0.0108971,0.000589291,0.0513209,0.0208729,0.00733916,0.00227554,0.00651396,0.0139023,0.0161899,0.00341062,0.00259042,0.00376924,0.000345837,0.00236812,
7,0.0601818,0.00357409,1.81832e-05,0.0573887,0.0598173,0.0219197,0.0111714,0.000338275,0.0576702,0.0206834,0.00710374,0.00147328,0.00646202,0.0137098,0.0172857,0.00339476,0.00251493,0.00381453,0.000318706,0.00222591,
8,0.0657328,0.00350292,3.21042e-06,0.0622792,0.0652757,0.0232071,0.0114035,0.000188564,0.0629194,0.0200556,0.00683961,0.000903226,0.00641689,0.0133226,0.018195,0.00339386,0.00248119,0.00387479,0.000305088,0.00211722,
9,0.0701555,0.00345616,4.87045e-07,0.0660929,0.0695933,0.0242668,0.0116148,0.000103745,0.0671008,0.0191871,0.00657164,0.000533054,0.0063782,0.0128336,0.0189352,0.00340057,0.00247901,0.0039424,0.000300272,0.00203433,
10,0.073652,0.00342652,6.6463e-08,0.0690439,0.0729718,0.0251434,0.0118192,5.66817e-05,0.0704058,0.0182164,0.00631142,0.000305791,0.00634318,0.0123036,0.0195376,0.00340929,0.00249985,0.00401186,0.000301213,0.00196978,
11,0.0764383,0.00340828,8.356e-09,0.0713453,0.0756277,0.0258777,0.0120236,3.08085e-05,0.0730378,0.0172231,0.00606314,0.000171515,0.00630951,0.0117663,0.0200314,0.00341666,0.00253791,0.00407999,0.000306117,0.00191814,
12,0.078655,0.00339411,9.85935e-10,0.0731167,0.077703,0.0264827,0.0122192,1.66558e-05,0.0751282,0.0162391,0.00582159,9.45376e-05,0.00627271,0.0112333,0.0204258,0.00341985,0.00258855,0.00414382,0.000313849,0.00187664,
13,0.0805351,0.00338779,1.11069e-10,0.0745959,0.0794308,0.0270225,0.0124291,8.9844e-06,0.076897,0.0153098,0.00559854,5.13966e-05,0.0062404,0.0107274,0.0207691,0.00342183,0.00265205,0.00420702,0.000324093,0.00184147,
14,0.0821091,0.00338401,1.20667e-11,0.0758071,0.0808438,0.0274896,0.0126405,4.83236e-06,0.0783717,0.0144278,0.00538669,2.76197e-05,0.00620676,0.010241,0.0210556,0.00341958,0.00272457,0.00426597,0.000336217,0.00181111,
15,0.0834541,0.00338143,1.27451e-12,0.076818,0.08202,0.0278975,0.0128523,2.59221e-06,0.079625,0.0135956,0.00518473,1.47059e-05,0.0061722,0.00977516,0.0212957,0.00341358,0.00280522,0.00432119,0.000350029,0.00178447,
16,0.0846255,0.00337912,1.31645e-13,0.0776773,0.0830159,0.0282561,0.013063,1.38701e-06,0.0807092,0.0128126,0.00499147,7.77227e-06,0.00613707,0.00932966,0.0214972,0.00340431,0.00289338,0.00437322,0.000365421,0.00176073,
17,0.0856639,0.00337642,1.33556e-14,0.0784202,0.0838728,0.0285726,0.0132712,7.40348e-07,0.0816625,0.0120766,0.00480589,4.08315e-06,0.00610166,0.00890356,0.0216661,0.00339224,0.00298866,0.0044225,0.00038234,0.00173929,
18,0.0865992,0.00337288,1.33521e-15,0.0790726,0.0846212,0.0288526,0.0134758,3.94252e-07,0.0825132,0.0113848,0.00462718,2.13458e-06,0.00606618,0.0084958,0.0218071,0.00337775,0.00309077,0.00446946,0.000400769,0.00171968,
19,0.0874539,0.00336815,1.3188e-16,0.079654,0.085284,0.0291007,0.0136758,2.09474e-07,0.0832828,0.0107345,0.00445467,1.11141e-06,0.00603077,0.00810533,0.0219236,0.00336119,0.00319953,0.00451441,0.000420713,0.00170155,
20,0.0882452,0.00336203,1.28952e-17,0.0801793,0.0858789,0.0293202,0.0138703,1.11055e-07,0.0839876,0.0101229,0.00428788,5.76744e-07,0.00599554,0.00773123,0.0220188,0.00334282,0.00331484,0.00455763,0.000442196,0.0016846,
21,0.0889865,0.00335437,1.25031e-18,0.0806599,0.0864195,0.0295139,0.0140587,5.87527e-08,0.0846403,0.00954752,0.00412641,2.98451e-07,0.00596055,0.00737266,0.0220949,0.00332287,0.00343665,0.0045993,0.000465251,0.00166861,
22,0.0897118,0.00334226,1.21044e-19,0.0811261,0.0869329,0.0296808,0.0142385,3.10147e-08,0.0852733,0.00900766,0.00396813,1.54019e-07,0.00592216,0.0070294,0.022148,0.00329625,0.00356244,0.00463223,0.000489015,0.00165256,
23,0.0903547,0.00332952,1.16304e-20,0.0815207,0.0873642,0.0298257,0.0144126,1.63443e-08,0.0858186,0.00849681,0.00381451,7.92508e-08,0.00588491,0.00669522,0.0221722,0.00327001,0.00369408,0.00466597,0.000514722,0.00163778,
24,0.0910301,0.00331756,1.11052e-21,0.0819426,0.0878242,0.029967,0.0145865,8.60073e-09,0.0863927,0.00801998,0.00366837,4.07548e-08,0.00585224,0.00638017,0.0222028,0.00324614,0.00383531,0.00470339,0.000542646,0.00162361,
25,0.0916722,0.00330347,1.05501e-22,0.0823328,0.0882482,0.0300836,0.0147495,4.51652e-09,0.0869318,0.00756904,0.0035262,2.09291e-08,0.00581905,0.00607767,0.0222201,0.00322128,0.00398288,0.00473973,0.000572345,0.00160985,
26,0.0922924,0.00328749,9.98523e-24,0.0827018,0.0886473,0.0301797,0.0149033,2.36739e-09,0.087446,0.00714338,0.00338813,1.07346e-08,0.0057857,0.00578754,0.0222254,0.00319547,0.00413697,0.00477497,0.000603885,0.00159643,
27,0.0928978,0.00326976,9.42422e-25,0.083056,0.089028,0.030258,0.0150485,1.23878e-09,0.0879418,0.00674194,0.00325417,5.49979e-09,0.00575232,0.00550949,0.0222197,0.00316876,0.0042977,0.00480909,0.000637337,0.00158324,
28,0.0934932,0.0032504,8.87667e-26,0.0833997,0.0893951,0.0303201,0.0151858,6.47183e-10,0.0884234,0.00636352,0.00312429,2.81507e-09,0.00571899,0.00524318,0.0222039,0.0031412,0.00446519,0.0048421,0.000672774,0.00157024,
29,0.0939853,0.00322724,8.32199e-27,0.0836499,0.0896596,0.0303363,0.0153046,3.37694e-10,0.0888026,0.00600045,0.00299608,1.43847e-09,0.00567992,0.00498347,0.0231549,0.00310966,0.00463669,0.00486961,0.000709838,0.00155734,
30,0.0945672,0.00320587,7.80341e-28,0.0839784,0.0900059,0.0303691,0.0154312,1.76133e-10,0.0892617,0.00566433,0.0028749,7.35226e-10,0.00564659,0.00473997,0.023119,0.00308048,0.00481976,0.00490079,0.000749737,0.00154451,
31,0.0951473,0.00318308,7.31481e-29,0.0843033,0.0903461,0.0303887,0.0155507,9.17432e-11,0.0897137,0.00534762,0.00275755,3.75532e-10,0.00561325,0.00450706,0.0230746,0.00305054,0.00501003,0.00493078,0.00079188,0.00153171,
32,0.0957271,0.00315896,6.85773e-30,0.0846259,0.090682,0.0303961,0.0156631,4.77258e-11,0.0901602,0.00504921,0.00264398,1.91694e-10,0.00557986,0.00428441,0.0230223,0.00301987,0.0052076,0.00495953,0.000836347,0.00151892,
33,0.096308,0.00313359,6.43273e-31,0.0849474,0.0910148,0.0303918,0.0157688,2.47973e-11,0.0906021,0.00476805,0.0025341,9.77981e-11,0.00554638,0.00407165,0.0229626,0.00298851,0.00541259,0.00498702,0.000883224,0.0015061,
34,0.0968912,0.00310704,6.03972e-32,0.0852687,0.0913454,0.0303766,0.0158678,1.28693e-11,0.0910404,0.00450314,0.00242785,4.98695e-11,0.00551277,0.00386846,0.0228961,0.00295649,0.00562511,0.00501321,0.000932595,0.00149324,
35,0.0974776,0.00307938,5.67805e-33,0.0855905,0.0916748,0.030351,0.0159605,6.67158e-12,0.0914759,0.00425356,0.00232517,2.5418e-11,0.005479,0.00367449,0.0228232,0.00292385,0.00584526,0.00503808,0.000984545,0.0014803,
36,0.0980681,0.00305068,5.34673e-34,0.0859136,0.0920039,0.0303155,0.016047,3.455e-12,0.0919091,0.00401843,0.00222597,1.29498e-11,0.00544503,0.00348941,0.0227443,0.00289062,0.00607314,0.00506158,0.00103916,0.00146728,
37,0.0986841,0.00301692,5.0661e-35,0.0862593,0.092333,0.0302422,0.0161095,1.78876e-12,0.0923726,0.00379643,0.00212946,6.60045e-12,0.00540672,0.00331201,0.022653,0.00285276,0.00630313,0.00507725,0.00109427,0.00145353,
38,0.0993046,0.00298612,4.7941e-36,0.0866041,0.0926782,0.030189,0.0161832,9.24722e-13,0.0928233,0.0035882,0.00203722,3.36102e-12,0.00537249,0.00314412,0.0225661,0.0028183,0.00654653,0.00509766,0.00115413,0.0014402,
39,0.0999147,0.00295466,4.54475e-37,0.0869371,0.093012,0.0301273,0.0162516,4.77498e-13,0.0932559,0.0033916,0.00194807,1.71044e-12,0.00533779,0.00298383,0.0224723,0.00278352,0.00679782,0.0051168,0.00121704,0.00142683,
40,0.100529,0.00292248,4.31982e-38,0.0872707,0.0933455,0.0300578,0.0163149,2.46345e-13,0.0936849,0.00320631,0.00186209,8.70135e-13,0.00530272,0.00283113,0.0223739,0.00274832,0.00705719,0.0051345,0.00128298,0.00141335,
41,0.101149,0.00288963,4.11835e-39,0.0876075,0.0936808,0.029981,0.0163733,1.26989e-13,0.0941129,0.00303175,0.00177924,4.42518e-13,0.00526729,0.00268577,0.0222714,0.0027127,0.00732471,0.0051507,0.001352,0.00139974,
42,0.101776,0.00285377,3.94947e-40,0.0879473,0.0940179,0.029882,0.0164177,6.53818e-14,0.0945372,0.00286686,0.00169878,2.24895e-13,0.0052311,0.00254662,0.0221537,0.00267434,0.00759896,0.00516199,0.00142319,0.00138653,
43,0.102431,0.00281986,3.79316e-41,0.0883083,0.094376,0.0297947,0.016468,3.36559e-14,0.0949817,0.0027124,0.00162217,1.14318e-13,0.00519579,0.00241542,0.0220464,0.0026381,0.00788408,0.00517545,0.00149861,0.00137274,
44,0.103078,0.00278541,3.65438e-42,0.0886602,0.0947229,0.0296991,0.0165132,1.73113e-14,0.0954119,0.00256652,0.00154829,5.80886e-14,0.0051593,0.00229042,0.0219345,0.00260149,0.00817661,0.00518707,0.00157726,0.00135872,
45,0.103731,0.00275055,3.53394e-43,0.0890141,0.0950704,0.0295973,0.0165544,8.89846e-15,0.0958394,0.00242902,0.00147721,2.95086e-14,0.0051222,0.00217157,0.0218196,0.00256459,0.00847734,0.00519705,0.00165927,0.00134455,
46,0.104369,0.00271326,3.43416e-44,0.0893536,0.0953834,0.0294599,0.0165741,4.56401e-15,0.0962404,0.00229839,0.00140734,1.49823e-14,0.00507971,0.00205595,0.0216743,0.00252379,0.00877208,0.00519881,0.0017417,0.00133006,
47,0.105082,0.00267804,3.35208e-45,0.0897545,0.0957686,0.0293476,0.0166068,2.34225e-15,0.096705,0.00217699,0.00134167,7.6099e-15,0.00504178,0.00194853,0.0215518,0.00248593,0.00908589,0.00520482,0.00182974,0.00131553,
48,0.105785,0.00264237,3.28494e-46,0.0901429,0.0961434,0.029231,0.0166365,1.20151e-15,0.097152,0.0020623,0.00127863,3.8636e-15,0.00500328,0.0018467,0.0214289,0.00244819,0.00940934,0.00520958,0.0019216,0.00130091,
49,0.106486,0.00260642,3.23303e-47,0.090527,0.0965144,0.0291102,0.0166635,6.16059e-16,0.0975892,0.00195408,0.00121812,1.96091e-15,0.00496423,0.00175015,0.0213052,0.00241047,0.0097419,0.00521291,0.00201721,0.00128619,
50,0.107191,0.0025703,3.19643e-48,0.0909113,0.0968855,0.0289855,0.016688,3.15741e-16,0.0980211,0.00185203,0.00116007,9.94947e-16,0.00492462,0.00165859,0.0211806,0.00237272,0.0100833,0.00521471,0.00211654,0.00127135,
51,0.107903,0.00253408,3.17525e-49,0.0912981,0.0972586,0.0288573,0.0167104,1.61755e-16,0.0984498,0.00175582,0.00110441,5.04695e-16,0.00488443,0.00157178,0.0210551,0.00233494,0.0104333,0.00521494,0.0022196,0.00125639,
52,0.108623,0.00249782,3.16967e-50,0.091689,0.097635,0.0287256,0.0167309,8.28362e-17,0.0988765,0.00166513,0.00105105,2.55949e-16,0.00484366,0.00148948,0.0209288,0.00229712,0.0107918,0.00521355,0.0023264,0.00124131,
53,0.109352,0.00246159,3.18003e-51,0.0920846,0.0980153,0.0285909,0.0167498,4.24059e-17,0.0993017,0.00157965,0.000999925,1.2977e-16,0.00480229,0.00141148,0.0208018,0.0022593,0.0111586,0.00521055,0.00243695,0.00122612,
54,0.110092,0.00242542,3.20689e-52,0.0924854,0.0983999,0.0284533,0.0167675,2.17016e-17,0.0997257,0.00149908,0.00095096,6.57804e-17,0.00476032,0.00133756,0.0206743,0.0022215,0.0115338,0.00520591,0.00255126,0.00121083,
55,0.110841,0.00238936,3.25099e-53,0.0928918,0.0987891,0.0283131,0.0167841,1.11027e-17,0.100149,0.00142313,0.000904085,3.33364e-17,0.00471774,0.00126753,0.0205464,0.00218373,0.0119172,0.00519964,0.00266933,0.00119543,
56,0.111601,0.00235345,3.31338e-54,0.0933038,0.099183,0.0281706,0.0168,5.67873e-18,0.10057,0.00135153,0.000859229,1.68905e-17,0.00467454,0.00120121,0.0204185,0.00214604,0.0123087,0.00519175,0.00279115,0.00117994,
57,0.112371,0.00231773,3.39539e-55,0.0937216,0.0995819,0.0280259,0.0168153,2.90383e-18,0.10099,0.00128403,0.000816325,8.55592e-18,0.00463071,0.0011384,0.0202905,0.00210843,0.0127083,0.00518223,0.00291672,0.00116436,
58,0.113153,0.00228222,3.49869e-56,0.0941453,0.0999856,0.0278792,0.0168304,1.48458e-18,0.101409,0.00122038,0.000775304,4.33302e-18,0.00458625,0.00107894,0.0201627,0.00207095,0.0131157,0.0051711,0.003046,0.00114869,
59,0.113945,0.00224697,3.62537e-57,0.0945749,0.100394,0.0277309,0.0168456,7.58854e-19,0.101826,0.00116036,0.0007361,2.19389e-18,0.00454116,0.00102265,0.0200352,0.00203361,0.0135308,0.00515836,0.00317896,0.00113296,
60,0.114748,0.002212,3.77798e-58,0.0950105,0.100808,0.0275809,0.016861,3.87836e-19,0.102241,0.00110375,0.000698649,1.11054e-18,0.00449544,0.00096938,0.0199082,0.00199644,0.0139535,0.00514403,0.00331555,0.00111715,
61,0.115563,0.00217734,3.95964e-59,0.095452,0.101227,0.0274295,0.016877,1.98192e-19,0.102655,0.00105036,0.000662887,5.62024e-19,0.00444909,0.00091897,0.0197818,0.00195946,0.0143836,0.00512812,0.00345573,0.00110129,
62,0.116388,0.00214301,4.17413e-60,0.0958996,0.101651,0.027277,0.0168937,1.01271e-19,0.103066,0.00099999,0.000628751,2.8436e-19,0.00440211,0.000871275,0.0196561,0.00192269,0.014821,0.00511065,0.0035994,0.00108538,
63,0.117225,0.00210903,4.42599e-61,0.0963533,0.102081,0.0271233,0.0169114,5.17434e-20,0.103474,0.000952467,0.000596182,1.43839e-19,0.00435451,0.000826155,0.0195313,0.00188616,0.0152653,0.00509162,0.00374651,0.00106943,
64,0.118074,0.00207544,4.72074e-62,0.096813,0.102515,0.0269688,0.0169303,2.64367e-20,0.10388,0.000907622,0.00056512,7.27411e-20,0.00430629,0.000783475,0.0194075,0.00184988,0.0157164,0.00507107,0.00389693,0.00105345,
65,0.118934,0.00204224,5.06503e-63,0.0972788,0.102955,0.0268134,0.0169507,1.35068e-20,0.104283,0.000865298,0.000535506,3.67767e-20,0.00425746,0.000743107,0.0192848,0.00181387,0.0161741,0.00504901,0.00405058,0.00103744,
66,0.119805,0.00200945,5.46689e-64,0.0977507,0.1034,0.0266574,0.0169728,6.90083e-21,0.104682,0.000825345,0.000507285,1.8589e-20,0.00420804,0.000704929,0.0191633,0.00177816,0.0166381,0.00502547,0.00420732,0.00102141,
67,0.120688,0.00197708,5.93607e-65,0.0982286,0.10385,0.0265009,0.0169968,3.52586e-21,0.105079,0.000787624,0.000480402,9.39348e-21,0.00415803,0.000668824,0.0190431,0.00174276,0.0171081,0.00500046,0.00436702,0.00100538,
68,0.121582,0.00194516,6.48436e-66,0.0987126,0.104306,0.0263439,0.0170228,1.80158e-21,0.105471,0.000752003,0.000454803,4.74552e-21,0.00410745,0.000634681,0.0189243,0.00170769,0.0175838,0.00497402,0.00452953,0.00098935,
69,0.122488,0.00191369,7.12611e-67,0.0992026,0.104767,0.0261866,0.0170512,9.20609e-22,0.10586,0.000718359,0.000430436,2.39676e-21,0.00405632,0.000602395,0.0188069,0.00167295,0.0180649,0.00494616,0.00469468,0.000973327,
70,0.123405,0.00188268,7.87882e-68,0.0996987,0.105232,0.0260291,0.017082,4.70479e-22,0.106245,0.000686575,0.000407251,1.21018e-21,0.00400465,0.000571865,0.0186911,0.00163857,0.0185511,0.00491692,0.00486229,0.000957322,
71,0.124334,0.00185214,8.76389e-69,0.100201,0.105703,0.0258715,0.0171155,2.40468e-22,0.106626,0.000656543,0.000385199,6.10877e-22,0.00395246,0.000542996,0.0185769,0.00160456,0.019042,0.00488633,0.00503218,0.000941343,
72,0.125275,0.00182208,9.80756e-70,0.100709,0.10618,0.0257138,0.0171518,1.22923e-22,0.107002,0.000628158,0.000364233,3.08275e-22,0.00389977,0.000515696,0.0184644,0.00157093,0.0195373,0.00485442,0.00520414,0.000925397,
73,0.126227,0.0017925,1.10421e-70,0.101223,0.106661,0.0255561,0.0171912,6.28463e-23,0.107373,0.000601324,0.000344305,1.55525e-22,0.00384661,0.00048988,0.0183536,0.0015377,0.0200365,0.00482121,0.00537794,0.000909494,
74,0.127191,0.0017634,1.25075e-71,0.101742,0.107147,0.0253985,0.0172337,3.21366e-23,0.107739,0.000575951,0.000325373,7.84397e-23,0.00379301,0.000465466,0.0182447,0.00150486,0.0205394,0.00478674,0.00555337,0.000893642,
75,0.128167,0.00173478,1.4253e-72,0.102268,0.107638,0.0252412,0.0172795,1.64363e-23,0.108101,0.000551951,0.000307392,3.955e-23,0.00373898,0.000442376,0.0181376,0.00147244,0.0210454,0.00475105,0.00573016,0.000877847,
76,0.129154,0.00170665,1.63402e-73,0.1028,0.108135,0.025084,0.0173287,8.40807e-24,0.108456,0.000529246,0.00029032,1.99356e-23,0.00368456,0.000420536,0.0180324,0.00144044,0.0215541,0.00471418,0.00590808,0.000862119,
77,0.130152,0.00167901,1.88457e-74,0.103337,0.108636,0.0249271,0.0173816,4.30213e-24,0.108806,0.000507758,0.000274119,1.00457e-23,0.00362978,0.000399877,0.0179291,0.00140887,0.0220651,0.00467615,0.00608684,0.000846464,
78,0.131162,0.00165185,2.18655e-75,0.10388,0.109142,0.0247706,0.0174382,2.20176e-24,0.109151,0.000487417,0.000258748,5.06059e-24,0.00357466,0.000380333,0.0178278,0.00137774,0.022578,0.00463701,0.00626617,0.000830889,
79,0.132184,0.00162517,2.55205e-76,0.104428,0.109653,0.0246144,0.0174985,1.1271e-24,0.109489,0.000468156,0.00024417,2.54852e-24,0.00351924,0.000361841,0.0177285,0.00134706,0.0230922,0.00459679,0.00644579,0.000815404,
80,0.133217,0.00159896,2.9963e-77,0.104982,0.110168,0.0244587,0.0175628,5.77118e-25,0.109821,0.000449911,0.000230349,1.28304e-24,0.00346356,0.000344342,0.0176313,0.00131682,0.0236073,0.00455553,0.00662539,0.000800013,
81,0.134261,0.00157323,3.53859e-78,0.105542,0.110688,0.0243034,0.0176311,2.95583e-25,0.110147,0.000432623,0.000217251,6.4574e-25,0.00340765,0.000327781,0.0175361,0.00128704,0.0241228,0.00451329,0.00680468,0.000784725,
82,0.135285,0.00154669,4.22808e-79,0.106079,0.111218,0.0241281,0.0176888,1.51416e-25,0.110441,0.000415954,0.000204635,3.25464e-25,0.00334846,0.000311939,0.0174323,0.00125683,0.024609,0.0044669,0.00697619,0.000769722,
83,0.136379,0.00152191,5.05997e-80,0.10667,0.111778,0.0239751,0.0177651,7.76037e-26,0.110777,0.000400451,0.000192891,1.6381e-25,0.00329238,0.000297138,0.0173432,0.00122811,0.0251221,0.00442322,0.0071538,0.000754715,
84,0.137463,0.0014975,6.08203e-81,0.10725,0.112319,0.023822,0.0178448,3.97763e-26,0.111088,0.000385718,0.000181771,8.23763e-26,0.00323614,0.000283093,0.0172548,0.00119979,0.0256349,0.00437844,0.00733023,0.0007398,
85,0.138553,0.00147351,7.34951e-82,0.107832,0.112859,0.0236693,0.0179285,2.03922e-26,0.111389,0.000371731,0.000171246,4.14055e-26,0.00317981,0.000269783,0.0171682,0.00117192,0.0261464,0.00433278,0.0075051,0.000725005,
86,0.139652,0.00144996,8.93029e-83,0.108418,0.113401,0.0235172,0.0180164,1.04572e-26,0.111681,0.000358452,0.000161288,2.08044e-26,0.00312344,0.000257172,0.0170836,0.00114452,0.0266557,0.00428634,0.00767808,0.000710343,
87,0.140762,0.00142682,1.09112e-83,0.109008,0.113946,0.0233657,0.0181085,5.36401e-27,0.111965,0.000345841,0.000151869,1.04497e-26,0.00306706,0.000245221,0.0170011,0.0011176,0.0271623,0.00423916,0.00784884,0.00069582,
88,0.141882,0.00140409,1.34047e-84,0.109603,0.114496,0.0232149,0.0182048,2.7522e-27,0.112242,0.000333859,0.000142963,5.2469e-27,0.00301072,0.000233894,0.0169207,0.00109115,0.0276656,0.0041913,0.00801706,0.000681444,
89,0.143013,0.00138176,1.65575e-85,0.110203,0.115049,0.0230647,0.0183054,1.4125e-27,0.112512,0.00032247,0.000134544,2.63364e-27,0.00295446,0.000223154,0.0168424,0.00106517,0.0281652,0.0041428,0.0081824,0.000667218,
90,0.144062,0.00135856,2.0553e-86,0.110737,0.115514,0.0228821,0.0183878,7.24091e-28,0.112697,0.000311383,0.000126415,1.32024e-27,0.00289437,0.00021266,0.0167377,0.00103777,0.0286094,0.00408705,0.00832883,0.000652773,
91,0.14526,0.00133703,2.56699e-87,0.111381,0.116095,0.0227246,0.0184919,3.71621e-28,0.112984,0.000301127,0.00011887,6.62256e-28,0.00283758,0.000202926,0.0166532,0.00101205,0.0290782,0.00403526,0.00848037,0.000638554,
92,0.146463,0.00131579,3.22236e-88,0.112027,0.116677,0.0225689,0.0185993,1.90755e-28,0.11326,0.00029135,0.000111749,3.32079e-28,0.00278117,0.000193697,0.0165719,0.000986935,0.0295427,0.0039833,0.00862855,0.000624556,
93,0.147697,0.0012931,4.06958e-89,0.112696,0.117255,0.0223909,0.0186877,9.7995e-29,0.113561,0.000281919,0.000104925,1.66674e-28,0.00272112,0.000184849,0.0164777,0.000960882,0.0299449,0.00392574,0.00875343,0.000610385,
94,0.148948,0.00127227,5.16019e-90,0.113373,0.117863,0.0222387,0.0187984,5.03217e-29,0.113849,0.000273044,9.85922e-05,8.3553e-29,0.00266544,0.000176556,0.0164027,0.00093687,0.0303921,0.00387334,0.00889133,0.000596771,
95,0.150176,0.00125177,6.57194e-91,0.114027,0.118454,0.0220884,0.0189122,2.58359e-29,0.114102,0.000264542,9.26204e-05,4.18531e-29,0.00261045,0.000168668,0.0163306,0.000913516,0.030838,0.0038211,0.00902683,0.000583445,
96,0.151404,0.00123052,8.4111e-92,0.11468,0.119044,0.021928,0.0190173,1.32501e-29,0.114341,0.000256385,8.69491e-05,2.09503e-29,0.0025549,0.000161132,0.0162521,0.000889955,0.0312439,0.00376518,0.0091455,0.000570467,
97,0.15266,0.00121058,1.08412e-92,0.11535,0.119651,0.0217828,0.0191367,6.80543e-30,0.114588,0.000248652,8.16542e-05,1.04909e-29,0.00250126,0.000154033,0.0161866,0.000867767,0.0316764,0.00371303,0.00927154,0.000557625,
98,0.153901,0.00119088,1.406e-93,0.116006,0.120243,0.0216378,0.0192576,3.49663e-30,0.114808,0.00024123,7.66608e-05,5.25232e-30,0.00244796,0.000147275,0.0161228,0.000846094,0.0321021,0.00366087,0.00939318,0.00054499,
99,0.155144,0.00117144,1.83454e-94,0.11666,0.120834,0.0214939,0.0193808,1.79717e-30,0.115017,0.00023413,7.19574e-05,2.62927e-30,0.00239519,0.000140849,0.0160613,0.000824936,0.0325201,0.00360873,0.00950977,0.000532573,
100,0.156391,0.00115224,2.40792e-95,0.117315,0.121424,0.0213515,0.0195062,9.23975e-31,0.115216,0.000227336,6.75289e-05,1.31603e-30,0.00234299,0.000134739,0.0160023,0.000804283,0.0329299,0.00355665,0.00962106,0.000520374,
101,0.157644,0.0011333,3.1788e-96,0.117971,0.122016,0.0212105,0.0196338,4.75178e-31,0.115406,0.000220832,6.33604e-05,6.58634e-31,0.0022914,0.000128929,0.0159456,0.000784127,0.0333311,0.00350465,0.00972685,0.000508395,
102,0.158903,0.00111458,4.22007e-97,0.118629,0.122608,0.0210708,0.0197632,2.44436e-31,0.115587,0.000214602,5.94375e-05,3.29584e-31,0.00224042,0.0001234,0.0158913,0.000764457,0.0337232,0.00345277,0.00982698,0.000496634,
103,0.160167,0.0010961,5.63917e-98,0.119288,0.123201,0.0209325,0.0198943,1.2579e-31,0.115759,0.000208632,5.57472e-05,1.64932e-31,0.0021901,0.000118138,0.0158391,0.000745268,0.0341059,0.00340104,0.00992129,0.000485092,
104,0.161435,0.00107784,7.59157e-99,0.119947,0.123794,0.0207955,0.0200267,6.47671e-32,0.115922,0.000202908,5.2277e-05,8.25517e-32,0.00214045,0.000113129,0.0157892,0.000726554,0.0344787,0.0033495,0.0100097,0.000473772,
105,0.162709,0.00105979,1.02934e-99,0.120608,0.124388,0.0206598,0.0201603,3.33636e-32,0.116077,0.000197416,4.90145e-05,4.13261e-32,0.00209151,0.000108358,0.0157414,0.000708304,0.0348413,0.00329818,0.010092,0.000462671,
106,0.163986,0.00104195,1.40534e-100,0.12127,0.124982,0.0205255,0.0202948,1.71943e-32,0.116224,0.000192143,4.59479e-05,2.06915e-32,0.00204329,0.000103813,0.0156956,0.000690512,0.0351934,0.00324711,0.0101682,0.00045179,
107,0.165268,0.0010243,1.93148e-101,0.121933,0.125576,0.0203925,0.0204298,8.8649e-33,0.116363,0.000187076,4.30659e-05,1.03615e-32,0.00199579,9.9481e-05,0.0156518,0.000673167,0.0355349,0.00319633,0.0102382,0.000441126,
108,0.166555,0.00100684,2.67163e-102,0.122596,0.12617,0.0202607,0.0205651,4.57215e-33,0.116493,0.000182204,4.0358e-05,5.18934e-33,0.00194905,9.53499e-05,0.01561,0.000656261,0.0358654,0.00314585,0.0103019,0.00043068,
