name,stra.1,stra.15,stra.20,stra.33,stra.65,stra.69,stra.71,stra.100,stra.129,stra.131,stra.135,stra.138,stra.165,stra.195,stra.197,stra.205,stra.229,stra.233,stra.237,stra.257,
5124,0.964896,7.32736e-41,0,0.0201924,0.00714634,0.00111111,3.72981e-24,7.92634e-222,9.37269e-08,1.19286e-09,3.96098e-52,2.49717e-143,1.57706e-38,2.30798e-15,1.91289e-07,2.97416e-66,1.56071e-08,0.00110337,2.26009e-05,8.19024e-70,
5125,0.964905,6.6476e-41,0,0.0201907,0.0071464,0.00111139,3.37391e-24,3.25327e-222,9.37276e-08,1.12423e-09,3.59756e-52,1.2471e-143,1.57709e-38,2.16189e-15,1.91326e-07,2.97568e-66,1.53608e-08,0.00110368,2.22426e-05,8.1953e-70,
5126,0.96491,6.0309e-41,0,0.0201889,0.00714644,0.00111167,3.05195e-24,1.33525e-222,9.37281e-08,1.05955e-09,3.26747e-52,6.2281e-144,1.57713e-38,2.02504e-15,1.91363e-07,2.9772e-66,1.51183e-08,0.001104,2.18901e-05,8.20039e-70,
5127,0.964914,5.47141e-41,0,0.0201871,0.00714646,0.00111194,2.76071e-24,5.48027e-223,9.37283e-08,9.9859e-10,2.96766e-52,3.11035e-144,1.57716e-38,1.89685e-15,1.914e-07,2.97873e-66,1.48796e-08,0.00110432,2.15433e-05,8.2055e-70,
5128,0.964917,4.96382e-41,0,0.0201853,0.00714648,0.00111222,2.49726e-24,2.24927e-223,9.37285e-08,9.41134e-10,2.69536e-52,1.55332e-144,1.57719e-38,1.77678e-15,1.91436e-07,2.98027e-66,1.46448e-08,0.00110464,2.12021e-05,8.21062e-70,
5129,0.964919,4.50332e-41,0,0.0201835,0.00714649,0.0011125,2.25894e-24,9.23164e-224,9.37287e-08,8.86984e-10,2.44804e-52,7.75736e-145,1.57723e-38,1.6643e-15,1.91473e-07,2.9818e-66,1.44136e-08,0.00110496,2.08662e-05,8.21575e-70,
5130,0.964922,4.08554e-41,0,0.0201817,0.0071465,0.00111277,2.04337e-24,3.78893e-224,9.37288e-08,8.35948e-10,2.22342e-52,3.87406e-145,1.57726e-38,1.55895e-15,1.91509e-07,2.98334e-66,1.41861e-08,0.00110528,2.05357e-05,8.22088e-70,
5131,0.964924,3.70652e-41,0,0.0201799,0.00714651,0.00111305,1.84837e-24,1.55508e-224,9.37289e-08,7.87849e-10,2.01941e-52,1.93472e-145,1.5773e-38,1.46026e-15,1.91546e-07,2.98488e-66,1.39622e-08,0.00110561,2.02104e-05,8.22601e-70,
5132,0.964926,3.36266e-41,0,0.020178,0.00714653,0.00111333,1.67198e-24,6.38248e-225,9.37291e-08,7.42517e-10,1.83411e-52,9.66207e-146,1.57733e-38,1.36782e-15,1.91582e-07,2.98642e-66,1.37418e-08,0.00110593,1.98903e-05,8.23116e-70,
5133,0.964928,3.0507e-41,0,0.0201762,0.00714654,0.0011136,1.51242e-24,2.61954e-225,9.37292e-08,6.99793e-10,1.66582e-52,4.82528e-146,1.57737e-38,1.28123e-15,1.91618e-07,2.98796e-66,1.35249e-08,0.00110625,1.95753e-05,8.2363e-70,
5134,0.96493,2.76768e-41,0,0.0201744,0.00714655,0.00111388,1.36809e-24,1.07513e-225,9.37293e-08,6.59527e-10,1.51297e-52,2.40976e-146,1.5774e-38,1.20012e-15,1.91655e-07,2.9895e-66,1.33115e-08,0.00110657,1.92652e-05,8.24145e-70,
5135,0.964932,2.51091e-41,0,0.0201726,0.00714656,0.00111416,1.23753e-24,4.41263e-226,9.37294e-08,6.21578e-10,1.37415e-52,1.20344e-146,1.57744e-38,1.12415e-15,1.91691e-07,2.99105e-66,1.31014e-08,0.0011069,1.89601e-05,8.2466e-70,
5136,0.964934,2.27797e-41,0,0.0201707,0.00714657,0.00111444,1.11943e-24,1.81106e-226,9.37295e-08,5.85812e-10,1.24806e-52,6.01004e-147,1.57748e-38,1.05298e-15,1.91728e-07,2.99259e-66,1.28946e-08,0.00110722,1.86598e-05,8.25176e-70,
5137,0.964936,2.06664e-41,0,0.0201689,0.00714658,0.00111471,1.0126e-24,7.43306e-227,9.37297e-08,5.52104e-10,1.13354e-52,3.00143e-147,1.57751e-38,9.86324e-16,1.91764e-07,2.99414e-66,1.26911e-08,0.00110754,1.83643e-05,8.25692e-70,
5138,0.964938,1.87491e-41,0,0.0201671,0.00714659,0.00111499,9.15962e-25,3.05072e-227,9.37298e-08,5.20336e-10,1.02953e-52,1.49892e-147,1.57755e-38,9.23884e-16,1.918e-07,2.99568e-66,1.24908e-08,0.00110786,1.80734e-05,8.26208e-70,
5139,0.96494,1.70097e-41,0,0.0201653,0.0071466,0.00111527,8.28549e-25,1.25209e-227,9.37299e-08,4.90395e-10,9.35065e-53,7.48568e-148,1.57759e-38,8.65397e-16,1.91837e-07,2.99723e-66,1.22936e-08,0.00110819,1.77872e-05,8.26725e-70,
5140,0.964942,1.54316e-41,0,0.0201634,0.00714661,0.00111555,7.49478e-25,5.13891e-228,9.373e-08,4.62177e-10,8.49267e-53,3.73837e-148,1.57762e-38,8.10612e-16,1.91873e-07,2.99878e-66,1.20996e-08,0.00110851,1.75055e-05,8.27242e-70,
5141,0.964859,1.39912e-41,0,0.0201584,0.00714536,0.0011152,6.77418e-25,2.10908e-228,9.37188e-08,4.35462e-10,7.70872e-53,1.8685e-148,1.57676e-38,7.58813e-16,1.91768e-07,2.9976e-66,1.18945e-08,0.00110779,1.72061e-05,8.27936e-70,
5142,0.963979,1.26812e-41,0,0.020138,0.00713878,0.00111441,6.12174e-25,8.64551e-229,9.36329e-08,4.1003e-10,6.99488e-53,9.32103e-149,1.57528e-38,7.10094e-16,1.91617e-07,2.99617e-66,1.16958e-08,0.00110701,1.69181e-05,8.2847e-70,
5143,0.963988,1.15051e-41,0,0.0201363,0.00713885,0.00111469,5.53758e-25,3.54721e-229,9.36338e-08,3.86446e-10,6.35329e-53,4.65374e-149,1.57532e-38,6.65147e-16,1.91654e-07,2.99772e-66,1.15121e-08,0.00110734,1.6652e-05,8.28989e-70,
5144,0.963991,1.04379e-41,0,0.0201345,0.00713886,0.00111497,5.00916e-25,1.45539e-229,9.3634e-08,3.64216e-10,5.77053e-53,2.32345e-149,1.57536e-38,6.23043e-16,1.9169e-07,2.99927e-66,1.13314e-08,0.00110766,1.63901e-05,8.29507e-70,
5145,0.963993,9.46979e-42,0,0.0201327,0.00713887,0.00111524,4.53115e-25,5.97133e-230,9.36341e-08,3.43265e-10,5.24122e-53,1.16002e-149,1.57539e-38,5.83604e-16,1.91726e-07,3.00081e-66,1.11534e-08,0.00110798,1.61323e-05,8.30025e-70,
5146,0.963995,8.59144e-42,0,0.0201309,0.00713888,0.00111552,4.09876e-25,2.44998e-230,9.36343e-08,3.23519e-10,4.76047e-53,5.79155e-150,1.57543e-38,5.46661e-16,1.91762e-07,3.00236e-66,1.09783e-08,0.00110831,1.58786e-05,8.30544e-70,
5147,0.963998,7.79456e-42,0,0.0201291,0.00713889,0.0011158,3.70763e-25,1.0052e-230,9.36344e-08,3.04908e-10,4.32381e-53,2.89151e-150,1.57547e-38,5.12057e-16,1.91799e-07,3.00391e-66,1.08059e-08,0.00110863,1.56289e-05,8.31063e-70,
5148,0.964,7.07159e-42,0,0.0201272,0.0071389,0.00111608,3.35383e-25,4.12425e-231,9.36346e-08,2.87369e-10,3.9272e-53,1.44363e-150,1.5755e-38,4.79643e-16,1.91835e-07,3.00546e-66,1.06363e-08,0.00110895,1.53831e-05,8.31583e-70,
5149,0.964002,6.41568e-42,0,0.0201254,0.00713891,0.00111635,3.03378e-25,1.69214e-231,9.36347e-08,2.70838e-10,3.56697e-53,7.20752e-151,1.57554e-38,4.49281e-16,1.91871e-07,3.00701e-66,1.04693e-08,0.00110928,1.51412e-05,8.32103e-70,
5150,0.964004,5.8206e-42,0,0.0201236,0.00713892,0.00111663,2.74428e-25,6.94268e-232,9.36348e-08,2.55257e-10,3.23979e-53,3.59846e-151,1.57558e-38,4.20841e-16,1.91907e-07,3.00857e-66,1.03049e-08,0.0011096,1.49031e-05,8.32623e-70,
5151,0.964006,5.28072e-42,0,0.0201218,0.00713893,0.00111691,2.4824e-25,2.84851e-232,9.3635e-08,2.40573e-10,2.94262e-53,1.79658e-151,1.57561e-38,3.94201e-16,1.91944e-07,3.01012e-66,1.01431e-08,0.00110993,1.46687e-05,8.33144e-70,
5152,0.964008,4.79092e-42,0,0.02012,0.00713894,0.00111719,2.24551e-25,1.16871e-232,9.36351e-08,2.26734e-10,2.6727e-53,8.96968e-152,1.57565e-38,3.69247e-16,1.9198e-07,3.01167e-66,9.98384e-09,0.00111025,1.4438e-05,8.33665e-70,
5153,0.964011,4.34389e-42,0,0.0201181,0.0071381,0.0011167,2.03007e-25,4.79754e-233,9.36353e-08,2.13679e-10,2.42589e-53,4.48237e-152,1.57371e-38,3.45751e-16,1.91854e-07,3.00915e-66,9.81028e-09,0.00110911,1.41832e-05,8.33991e-70,
5154,0.964018,3.94098e-42,0,0.0201164,0.00713814,0.00111698,1.83635e-25,1.96839e-233,9.3636e-08,2.01388e-10,2.20338e-53,2.23791e-152,1.57375e-38,3.23865e-16,1.91891e-07,3.0107e-66,9.6562e-09,0.00110943,1.39601e-05,8.34511e-70,
5155,0.96402,3.57544e-42,0,0.0201146,0.00713815,0.00111726,1.66111e-25,8.0761e-234,9.36361e-08,1.89802e-10,2.00127e-53,1.11731e-152,1.57378e-38,3.03364e-16,1.91927e-07,3.01225e-66,9.50459e-09,0.00110976,1.37405e-05,8.35033e-70,
5156,0.964022,3.2438e-42,0,0.0201127,0.00713816,0.00111753,1.50259e-25,3.31353e-234,9.36363e-08,1.78883e-10,1.8177e-53,5.57831e-153,1.57382e-38,2.8416e-16,1.91963e-07,3.01381e-66,9.35536e-09,0.00111008,1.35244e-05,8.35555e-70,
5157,0.964024,2.94292e-42,0,0.0201109,0.00713817,0.00111781,1.3592e-25,1.3595e-234,9.36364e-08,1.68593e-10,1.65096e-53,2.78504e-153,1.57386e-38,2.66171e-16,1.91999e-07,3.01536e-66,9.20847e-09,0.0011104,1.33118e-05,8.36078e-70,
5158,0.964026,2.66995e-42,0,0.0201091,0.00713818,0.00111809,1.2295e-25,5.57788e-235,9.36366e-08,1.58894e-10,1.49953e-53,1.39047e-153,1.5739e-38,2.49322e-16,1.92036e-07,3.01692e-66,9.06388e-09,0.00111073,1.31024e-05,8.366e-70,
5159,0.964028,2.4223e-42,0,0.0201073,0.00713819,0.00111837,1.11217e-25,2.28854e-235,9.36367e-08,1.49753e-10,1.36198e-53,6.94211e-154,1.57393e-38,2.33538e-16,1.92072e-07,3.01848e-66,8.92158e-09,0.00111105,1.28964e-05,8.37124e-70,
5160,0.96403,2.19762e-42,0,0.0201055,0.0071382,0.00111865,1.00603e-25,9.3896e-236,9.36368e-08,1.41138e-10,1.23705e-53,3.46594e-154,1.57397e-38,2.18754e-16,1.92108e-07,3.02003e-66,8.7815e-09,0.00111138,1.26936e-05,8.37647e-70,
5161,0.963068,1.99186e-42,0,0.0200835,0.00713107,0.00111781,9.09152e-26,3.8481e-236,9.35434e-08,1.32884e-10,1.1225e-53,1.72851e-154,1.57244e-38,2.04702e-16,1.91952e-07,3.01857e-66,8.6353e-09,0.00111059,1.2482e-05,8.38171e-70,
5162,0.963071,1.80717e-42,0,0.0200817,0.00713108,0.00111809,8.22422e-26,1.57863e-236,9.35435e-08,1.25238e-10,1.01958e-53,8.62897e-155,1.57247e-38,1.91745e-16,1.91988e-07,3.02013e-66,8.50003e-09,0.00111092,1.22862e-05,8.38695e-70,
5163,0.963073,1.63961e-42,0,0.0200799,0.00713109,0.00111837,7.43965e-26,6.47608e-237,9.35437e-08,1.18032e-10,9.26096e-54,4.3077e-155,1.57251e-38,1.79607e-16,1.92025e-07,3.02168e-66,8.36688e-09,0.00111124,1.20934e-05,8.39219e-70,
5164,0.963075,1.48758e-42,0,0.0200781,0.0071311,0.00111864,6.72993e-26,2.65672e-237,9.35438e-08,1.1124e-10,8.41183e-54,2.15046e-155,1.57255e-38,1.68238e-16,1.92061e-07,3.02324e-66,8.23582e-09,0.00111157,1.19037e-05,8.39743e-70,
5165,0.963077,1.34965e-42,0,0.0200763,0.00713111,0.00111892,6.08792e-26,1.08988e-237,9.3544e-08,1.04839e-10,7.64055e-54,1.07354e-155,1.57259e-38,1.57588e-16,1.92097e-07,3.0248e-66,8.10681e-09,0.00111189,1.1717e-05,8.40268e-70,
5166,0.963079,1.22451e-42,0,0.0200745,0.00713113,0.0011192,5.50715e-26,4.47107e-238,9.35442e-08,9.88069e-11,6.93999e-54,5.35925e-156,1.57263e-38,1.47613e-16,1.92133e-07,3.02637e-66,7.97983e-09,0.00111222,1.15332e-05,8.40794e-70,
5167,0.963081,1.11097e-42,0,0.0200727,0.00713114,0.00111948,4.98178e-26,1.83419e-238,9.35443e-08,9.31215e-11,6.30367e-54,2.67541e-156,1.57267e-38,1.38269e-16,1.92169e-07,3.02793e-66,7.85483e-09,0.00111254,1.13523e-05,8.4132e-70,
5168,0.963083,1.00796e-42,0,0.0200708,0.00713115,0.00111976,4.50653e-26,7.52448e-239,9.35445e-08,8.77632e-11,5.72569e-54,1.3356e-156,1.57271e-38,1.29516e-16,1.92206e-07,3.02949e-66,7.7318e-09,0.00111287,1.11743e-05,8.41846e-70,
5169,0.963085,9.145e-43,0,0.020069,0.00713116,0.00112004,4.07662e-26,3.0868e-239,9.35446e-08,8.27133e-11,5.20071e-54,6.66747e-157,1.57275e-38,1.21317e-16,1.92242e-07,3.03106e-66,7.61069e-09,0.00111319,1.0999e-05,8.42373e-70,
5170,0.963087,8.29706e-43,0,0.0200672,0.00713117,0.00112032,3.68772e-26,1.26631e-239,9.35448e-08,7.79538e-11,4.72386e-54,3.32849e-157,1.57279e-38,1.13638e-16,1.92278e-07,3.03262e-66,7.49148e-09,0.00111352,1.08265e-05,8.429e-70,
5171,0.963089,7.52774e-43,0,0.0200654,0.00713118,0.0011206,3.33592e-26,5.19485e-240,9.3545e-08,7.34683e-11,4.29073e-54,1.66162e-157,1.57283e-38,1.06444e-16,1.92314e-07,3.03419e-66,7.37414e-09,0.00111385,1.06567e-05,8.43428e-70,
5172,0.963092,6.82975e-43,0,0.0200636,0.00713119,0.00112088,3.01768e-26,2.13111e-240,9.35451e-08,6.92408e-11,3.89732e-54,8.29504e-158,1.57287e-38,9.97061e-17,1.92351e-07,3.03575e-66,7.25864e-09,0.00111417,1.04895e-05,8.43956e-70,
5173,0.963094,6.19648e-43,0,0.0200618,0.0071312,0.00112116,2.7298e-26,8.74253e-241,9.35453e-08,6.52565e-11,3.53998e-54,4.14099e-158,1.57291e-38,9.33945e-17,1.92387e-07,3.03732e-66,7.14495e-09,0.0011145,1.0325e-05,8.44485e-70,
5174,0.962724,5.61656e-43,0,0.020053,0.00712846,0.00112078,2.46792e-26,3.58606e-241,9.35093e-08,6.14854e-11,3.21322e-54,2.06761e-158,1.57149e-38,8.74342e-17,1.92288e-07,3.03525e-66,7.0253e-09,0.00111344,1.01486e-05,8.4493e-70,
5175,0.962956,5.09585e-43,0,0.0200563,0.00713017,0.00112123,2.23284e-26,1.4716e-241,9.35318e-08,5.7964e-11,2.91896e-54,1.03263e-158,1.57157e-38,8.19136e-17,1.92347e-07,3.03659e-66,6.91499e-09,0.00111365,9.98771e-06,8.45427e-70,
5176,0.963047,4.62337e-43,0,0.0200565,0.00713083,0.00112158,2.01995e-26,6.03761e-242,9.35405e-08,5.46345e-11,2.65144e-54,5.15584e-159,1.57163e-38,7.67332e-17,1.92392e-07,3.03806e-66,6.80658e-09,0.00111394,9.83042e-06,8.45944e-70,
5177,0.963083,4.19468e-43,0,0.0200554,0.0071311,0.00112189,1.82728e-26,2.47688e-242,9.3544e-08,5.14928e-11,2.40837e-54,2.57397e-159,1.57168e-38,7.18775e-17,1.92431e-07,3.0396e-66,6.69992e-09,0.00111425,9.67599e-06,8.46468e-70,
5178,0.963098,3.80574e-43,0,0.0200539,0.00713121,0.00112218,1.65298e-26,1.0161e-242,9.35455e-08,4.85305e-11,2.18756e-54,1.28498e-159,1.57172e-38,6.7328e-17,1.92469e-07,3.04115e-66,6.59496e-09,0.00111457,9.52413e-06,8.46996e-70,
5179,0.963106,3.45286e-43,0,0.0200522,0.00713126,0.00112247,1.49529e-26,4.16839e-243,9.35462e-08,4.57382e-11,1.98699e-54,6.4148e-160,1.57176e-38,6.30661e-17,1.92505e-07,3.04272e-66,6.49166e-09,0.00111489,9.37471e-06,8.47526e-70,
5180,0.96311,3.1327e-43,0,0.0200504,0.00713128,0.00112275,1.35264e-26,1.71001e-243,9.35465e-08,4.31064e-11,1.8048e-54,3.20235e-160,1.5718e-38,5.90739e-17,1.92542e-07,3.04429e-66,6.38998e-09,0.00111522,9.22766e-06,8.48057e-70,
5181,0.963112,2.84223e-43,0,0.0200486,0.0071313,0.00112303,1.2236e-26,7.01505e-244,9.35468e-08,4.06259e-11,1.63932e-54,1.59865e-160,1.57185e-38,5.53343e-17,1.92578e-07,3.04586e-66,6.28989e-09,0.00111555,9.08292e-06,8.48588e-70,
5182,0.963115,2.57869e-43,0,0.0200468,0.00713131,0.00112331,1.10687e-26,2.87781e-244,9.3547e-08,3.82881e-11,1.48902e-54,7.98067e-161,1.57189e-38,5.18314e-17,1.92615e-07,3.04744e-66,6.19138e-09,0.00111587,8.94046e-06,8.49119e-70,
5183,0.963117,2.33958e-43,0,0.020045,0.00713132,0.00112359,1.00128e-26,1.18057e-244,9.35471e-08,3.60849e-11,1.35249e-54,3.98405e-161,1.57193e-38,4.85503e-17,1.92651e-07,3.04901e-66,6.09441e-09,0.0011162,8.80024e-06,8.49651e-70,
5184,0.963119,2.12265e-43,0,0.0200432,0.00713133,0.00112387,9.05754e-27,4.8431e-245,9.35473e-08,3.40084e-11,1.22848e-54,1.98888e-161,1.57197e-38,4.54768e-17,1.92687e-07,3.05059e-66,5.99896e-09,0.00111653,8.66222e-06,8.50184e-70,
5185,0.963121,1.92583e-43,0,0.0200414,0.00713134,0.00112415,8.19346e-27,1.9868e-245,9.35475e-08,3.20514e-11,1.11584e-54,9.92873e-162,1.57201e-38,4.25979e-17,1.92723e-07,3.05217e-66,5.905e-09,0.00111686,8.52637e-06,8.50717e-70,
5186,0.963123,1.74726e-43,0,0.0200396,0.00713135,0.00112444,7.41181e-27,8.15051e-246,9.35476e-08,3.0207e-11,1.01353e-54,4.95654e-162,1.57206e-38,3.99013e-17,1.9276e-07,3.05374e-66,5.81252e-09,0.00111719,8.39265e-06,8.5125e-70,
5187,0.963125,1.58525e-43,0,0.0200378,0.00713136,0.00112472,6.70472e-27,3.34361e-246,9.35478e-08,2.84687e-11,9.206e-55,2.47436e-162,1.5721e-38,3.73753e-17,1.92796e-07,3.05532e-66,5.72149e-09,0.00111752,8.26102e-06,8.51784e-70,
5188,0.963127,1.43826e-43,0,0.020036,0.00713137,0.001125,6.0651e-27,1.37166e-246,9.3548e-08,2.68305e-11,8.36191e-55,1.23523e-162,1.57214e-38,3.50093e-17,1.92833e-07,3.0569e-66,5.63188e-09,0.00111784,8.13147e-06,8.52319e-70,
5189,0.963129,1.3049e-43,0,0.0200342,0.00713138,0.00112528,5.48649e-27,5.62699e-247,9.35481e-08,2.52865e-11,7.59522e-55,6.16641e-163,1.57219e-38,3.2793e-17,1.92869e-07,3.05849e-66,5.54368e-09,0.00111817,8.00394e-06,8.52854e-70,
5190,0.963131,1.1839e-43,0,0.0200324,0.00713139,0.00112556,4.96308e-27,2.30838e-247,9.35483e-08,2.38314e-11,6.89882e-55,3.07834e-163,1.57223e-38,3.0717e-17,1.92905e-07,3.06007e-66,5.45686e-09,0.0011185,7.87842e-06,8.53389e-70,
5191,0.963133,1.07413e-43,0,0.0200305,0.0071314,0.00112585,4.4896e-27,9.46971e-248,9.35485e-08,2.246e-11,6.26627e-55,1.53674e-163,1.57228e-38,2.87725e-17,1.92942e-07,3.06165e-66,5.3714e-09,0.00111883,7.75487e-06,8.53925e-70,
5192,0.963135,9.74531e-44,0,0.0200287,0.00713141,0.00112613,4.06129e-27,3.88478e-248,9.35487e-08,2.11675e-11,5.69172e-55,7.67159e-164,1.57232e-38,2.6951e-17,1.92978e-07,3.06324e-66,5.28729e-09,0.00111916,7.63326e-06,8.54461e-70,
5193,0.963137,8.84169e-44,0,0.0200269,0.00713142,0.00112641,3.67385e-27,1.59366e-248,9.35488e-08,1.99494e-11,5.16985e-55,3.82974e-164,1.57236e-38,2.52449e-17,1.93014e-07,3.06483e-66,5.20448e-09,0.00111949,7.51355e-06,8.54997e-70,
5194,0.963139,8.02186e-44,0,0.0200251,0.00713143,0.00112669,3.32336e-27,6.53773e-249,9.3549e-08,1.88014e-11,4.69584e-55,1.91185e-164,1.57241e-38,2.36467e-17,1.93051e-07,3.06641e-66,5.12298e-09,0.00111982,7.39573e-06,8.55535e-70,
5195,0.963141,7.27804e-44,0,0.0200233,0.00713144,0.00112698,3.00631e-27,2.68199e-249,9.35492e-08,1.77194e-11,4.26528e-55,9.54417e-165,1.57245e-38,2.21497e-17,1.93087e-07,3.068e-66,5.04276e-09,0.00112015,7.27975e-06,8.56072e-70,
5196,0.96218,6.59735e-44,0,0.0200015,0.00712432,0.00112613,2.71717e-27,1.0995e-249,9.34558e-08,1.66822e-11,3.87035e-55,4.7565e-165,1.57093e-38,2.07264e-17,1.92931e-07,3.06653e-66,4.95934e-09,0.00111936,7.15921e-06,8.56609e-70,
5197,0.962183,5.98631e-44,0,0.0199997,0.00712433,0.00112642,2.45829e-27,4.51202e-250,9.3456e-08,1.57215e-11,3.51551e-55,2.37286e-165,1.57097e-38,1.9414e-17,1.92967e-07,3.06812e-66,4.88218e-09,0.0011197,7.04772e-06,8.57147e-70,
5198,0.962185,5.43186e-44,0,0.0199979,0.00712434,0.0011267,2.22408e-27,1.85159e-250,9.34561e-08,1.48161e-11,3.1932e-55,1.18374e-165,1.57102e-38,1.81847e-17,1.93004e-07,3.06971e-66,4.80622e-09,0.00112003,6.93797e-06,8.57686e-70,
5199,0.962187,4.92877e-44,0,0.0199961,0.00712435,0.00112698,2.01218e-27,7.59836e-251,9.34563e-08,1.39628e-11,2.90044e-55,5.90526e-166,1.57106e-38,1.70332e-17,1.9304e-07,3.0713e-66,4.73145e-09,0.00112036,6.82992e-06,8.58224e-70,
5200,0.962189,4.47227e-44,0,0.0199944,0.00712436,0.00112727,1.82047e-27,3.11813e-251,9.34565e-08,1.31587e-11,2.63452e-55,2.94594e-166,1.57111e-38,1.59547e-17,1.93077e-07,3.0729e-66,4.65784e-09,0.00112069,6.72356e-06,8.58764e-70,
5201,0.962191,4.05805e-44,0,0.0199926,0.00712437,0.00112755,1.64702e-27,1.27958e-251,9.34567e-08,1.24008e-11,2.39298e-55,1.46963e-166,1.57115e-38,1.49444e-17,1.93114e-07,3.07449e-66,4.58537e-09,0.00112103,6.61886e-06,8.59303e-70,
5202,0.962193,3.6822e-44,0,0.0199908,0.00712438,0.00112784,1.4901e-27,5.251e-252,9.34569e-08,1.16866e-11,2.17358e-55,7.33147e-167,1.5712e-38,1.39981e-17,1.9315e-07,3.07609e-66,4.51404e-09,0.00112136,6.51579e-06,8.59843e-70,
5203,0.962196,3.34115e-44,0,0.019989,0.00712438,0.00112812,1.34813e-27,2.15485e-252,9.3457e-08,1.10136e-11,1.9743e-55,3.65742e-167,1.57125e-38,1.31117e-17,1.93187e-07,3.07769e-66,4.44381e-09,0.00112169,6.41432e-06,8.60384e-70,
5204,0.962198,3.0317e-44,0,0.0199872,0.00712439,0.0011284,1.21969e-27,8.8428e-253,9.34572e-08,1.03793e-11,1.79329e-55,1.82456e-167,1.57129e-38,1.22815e-17,1.93223e-07,3.07929e-66,4.37468e-09,0.00112203,6.31444e-06,8.60925e-70,
5205,0.9622,2.7509e-44,0,0.0199854,0.0071244,0.00112869,1.10348e-27,3.62881e-253,9.34574e-08,9.78153e-12,1.62888e-55,9.10212e-168,1.57134e-38,1.15038e-17,1.9326e-07,3.08089e-66,4.30662e-09,0.00112236,6.21611e-06,8.61467e-70,
5206,0.962202,2.49611e-44,0,0.0199837,0.00712441,0.00112897,9.98349e-28,1.48915e-253,9.34576e-08,9.21819e-12,1.47954e-55,4.54074e-168,1.57139e-38,1.07754e-17,1.93297e-07,3.08249e-66,4.23963e-09,0.0011227,6.11932e-06,8.62009e-70,
5207,0.962204,2.26493e-44,0,0.0199819,0.00712442,0.00112926,9.03231e-28,6.11098e-254,9.34578e-08,8.68729e-12,1.34389e-55,2.26522e-168,1.57144e-38,1.0093e-17,1.93333e-07,3.08409e-66,4.17368e-09,0.00112303,6.02403e-06,8.62551e-70,
5208,0.962206,2.05515e-44,0,0.0199801,0.00712443,0.00112954,8.17175e-28,2.50775e-254,9.3458e-08,8.18696e-12,1.22068e-55,1.13004e-168,1.57149e-38,9.45393e-18,1.9337e-07,3.08569e-66,4.10875e-09,0.00112337,5.93023e-06,8.63094e-70,
5209,0.961955,1.86355e-44,0,0.0199726,0.00712403,0.001129,7.3882e-28,1.02919e-254,9.34335e-08,7.71089e-12,1.10784e-55,5.64442e-169,1.5703e-38,8.85105e-18,1.933e-07,3.08534e-66,4.04089e-09,0.00112299,5.83293e-06,8.63913e-70,
5210,0.962143,1.69109e-44,0,0.0199746,0.00712581,0.00112937,6.68485e-28,4.22466e-255,9.34518e-08,7.26757e-12,1.00632e-55,2.81747e-169,1.57043e-38,8.29172e-18,1.93359e-07,3.08724e-66,3.97806e-09,0.00112343,5.74233e-06,8.6453e-70,
5211,0.962194,1.5345e-44,0,0.0199738,0.00712628,0.00112967,6.04809e-28,1.7338e-255,9.34567e-08,6.8492e-12,9.14067e-56,1.40576e-169,1.57051e-38,7.76695e-18,1.93402e-07,3.08892e-66,3.91619e-09,0.00112379,5.65298e-06,8.65093e-70,
5212,0.962209,1.39238e-44,0,0.0199722,0.00712641,0.00112996,5.47188e-28,7.11508e-256,9.34582e-08,6.45478e-12,8.30265e-56,7.01313e-170,1.57056e-38,7.27519e-18,1.9344e-07,3.09055e-66,3.85527e-09,0.00112414,5.56497e-06,8.65643e-70,
5213,0.962215,1.26342e-44,0,0.0199705,0.00712645,0.00113025,4.95055e-28,2.91981e-256,9.34587e-08,6.08304e-12,7.54145e-56,3.49864e-170,1.57061e-38,6.81452e-18,1.93477e-07,3.09216e-66,3.7953e-09,0.00112447,5.47833e-06,8.6619e-70,
5214,0.962218,1.1464e-44,0,0.0199688,0.00712647,0.00113054,4.47888e-28,1.1982e-256,9.3459e-08,5.73269e-12,6.85004e-56,1.74536e-170,1.57066e-38,6.38301e-18,1.93514e-07,3.09377e-66,3.73626e-09,0.00112481,5.39303e-06,8.66736e-70,
5215,0.96222,1.04022e-44,0,0.019967,0.00712648,0.00113082,4.05215e-28,4.91701e-257,9.34592e-08,5.40253e-12,6.22201e-56,8.70699e-171,1.57071e-38,5.97882e-18,1.93551e-07,3.09539e-66,3.67815e-09,0.00112515,5.30906e-06,8.67282e-70,
5216,0.962222,9.43878e-45,0,0.0199652,0.00712649,0.00113111,3.66608e-28,2.01778e-257,9.34593e-08,5.09137e-12,5.65157e-56,4.34361e-171,1.57076e-38,5.60022e-18,1.93588e-07,3.097e-66,3.62093e-09,0.00112548,5.22639e-06,8.67829e-70,
5217,0.962225,8.56456e-45,0,0.0199634,0.0071265,0.0011314,3.31679e-28,8.28032e-258,9.34595e-08,4.79814e-12,5.13342e-56,2.16688e-171,1.57081e-38,5.2456e-18,1.93624e-07,3.09861e-66,3.56461e-09,0.00112582,5.14502e-06,8.68376e-70,
