CURE,Memory-one
2.39129489,2.39130189
1.13277616,1.13278756
1.68435926,1.68436816
1.96067136,1.96067966
2.11298357,2.11299132
2.20975879,2.20976634
2.27656527,2.27657307
2.32556944,2.32557694
2.36320621,2.36321361
2.39269077,2.39269787
2.41676448,2.41677193
2.4346412,2.43464845
1.17616087,1.17617222
1.80094763,1.80095628
2.07101968,2.07102763
2.20938801,2.20939556
2.29400592,2.29401402
2.3508712,2.35087845
2.3916814,2.39168815
2.42262992,2.42263727
2.44679028,2.44679758
2.46627037,2.46627777
2.48075304,2.48075959
1.25481188,1.25482238
1.96370275,1.96371085
2.20890822,2.20891607
2.3237762,2.3237838
2.39025492,2.39026182
2.43387348,2.43388028
2.46463826,2.46464541
2.4875203,2.4875273
2.50518038,2.50518713
2.51932694,2.51933379
2.52975967,2.52976677
1.44228159,1.44229114
2.20713196,2.20713931
2.38674498,2.38675208
2.46105805,2.4610654
2.50174201,2.50174911
2.52747719,2.52748419
2.54514999,2.54515674
2.55823657,2.55824362
2.56830773,2.56831443
2.5762164,2.5762228
2.58205212,2.58205907
2.1877403,2.18774775
2.55909597,2.55910277
2.59734962,2.59735657
2.61100113,2.61100813
2.61811844,2.61812539
2.62250889,2.62251544
2.62554963,2.62555618
2.62781184,2.62781874
2.62958972,2.62959682
2.63102816,2.63103496
2.63210946,2.63211621
1.05382895,1.05384955
1.39038216,1.39039171
1.6304144,1.63042335
1.79438339,1.79439184
1.91354021,1.91354856
2.00404929,2.00405719
2.07531808,2.07532568
2.13261371,2.13262106
2.17986614,2.17987384
2.2194049,2.21941215
2.24989762,2.24990507
1.06081555,1.0608331
1.42069621,1.42070591
1.66886941,1.66887821
1.83453939,1.83454754
1.95289285,1.95290075
2.04186541,2.04187291
2.11129689,2.11130479
2.16671108,2.16671843
2.21215026,2.21215771
2.25002154,2.25002924
2.27913559,2.27914324
1.07041391,1.07043051
1.46020441,1.46021371
1.71715584,1.71716444
1.8838965,1.88390515
2.00089615,2.00090435
2.08736301,2.08737071
2.15400905,2.1540172
2.20697802,2.20698562
2.24999683,2.25000443
2.28569458,2.28570223
2.31303558,2.31304293
1.08274668,1.08276173
1.50729904,1.50730819
1.77279417,1.77280247
1.93967545,1.93968335
2.05378197,2.05379007
2.13677988,2.13678793
2.20011963,2.20012738
2.24991975,2.24992745
2.29029216,2.29029991
2.32343202,2.32343932
2.34873354,2.34874104
1.09851882,1.09853187
1.56426254,1.56427164
1.83731839,1.83732664
2.00214459,2.00215289
2.11217821,2.11218591
2.19085154,2.19085889
2.24979315,2.24980055
2.29599281,2.29600006
2.33293061,2.33293841
2.36337256,2.36338001
2.3863625,2.38636945
1.12042998,1.12044168
1.63548937,1.63549802
1.91358773,1.91359593
2.07313875,2.07314635
2.17703714,2.17704479
2.24990545,2.2499127
2.30381396,2.30382151
2.34552981,2.34553711
2.37872327,2.37873042
2.40557361,2.40558071
2.42589215,2.4258988
1.15164262,1.15165407
1.72589703,1.72590563
2.00407929,2.00408739
2.15546406,2.15547126
2.25008842,2.25009587
2.31529186,2.31529921
2.36278892,2.36279627
2.39895104,2.39895804
2.4273287,2.42733565
2.45045816,2.45046541
2.46761102,2.46761832
1.20099034,1.20100124
1.84530646,1.84531496
2.11430342,2.11431167
2.24979777,2.24980527
2.33213593,2.33214303
2.38742768,2.38743548
2.42669746,2.42670441
2.45630592,2.45631312
2.47950813,2.47951498
2.49814905,2.4981562
2.51195017,2.51195707
1.28958132,1.28959182
2.00945721,2.00946506
2.25011546,2.25012286
2.36129185,2.36129915
2.42552896,2.42553611
2.46723027,2.46723747
2.4967668,2.4967743
2.51852838,2.51853543
2.53561737,2.53562422
2.54899238,2.54899943
2.55899353,2.55900033
1.49478943,1.49479908
2.24996699,2.24997474
2.4226549,2.42266215
2.49364287,2.49365002
2.53248501,2.53249176
2.5569652,2.55697215
2.57373363,2.57374008
2.586236,2.5862427
2.59574082,2.59574782
2.60323211,2.60323861
2.60873913,2.60874593
2.24990442,2.24991197
2.58765354,2.58766049
2.62356507,2.62357177
2.63638453,2.63639168
2.64307056,2.64307756
2.64721177,2.64721882
2.65008874,2.65009559
2.65219907,2.65220587
2.65392382,2.65393032
2.65524783,2.65525463
2.65622052,2.65622717
1.06089537,1.06091402
1.41682248,1.41683213
1.66518805,1.66519715
1.83238648,1.83239528
1.95231174,1.95232024
2.04282602,2.04283412
2.11365876,2.11366616
2.1704343,2.170442
2.21692274,2.21693054
2.25571688,2.25572398
2.28559473,2.28560223
1.06907199,1.06908864
1.44891498,1.44892423
1.70487088,1.70487938
1.87289197,1.87290067
1.99218432,1.99219237
2.0808516,2.0808595
2.14934588,2.14935318
2.2039271,2.20393455
2.24864846,2.24865591
2.28579785,2.28580555
2.31412255,2.3141298
1.07995724,1.07997209
1.49030487,1.49031467
1.75451173,1.75452083
1.92308718,1.92309528
2.0402772,2.040285
2.12591652,2.12592412
2.19159857,2.19160637
2.24374318,2.24375103
2.28586599,2.28587304
2.32070705,2.32071425
2.3473093,2.3473167
1.09381161,1.09382626
1.53948743,1.53949663
1.81125314,1.81126169
1.97905316,1.97906146
2.09293836,2.09294641
2.17484309,2.17485059
2.2371024,2.23710975
2.28589477,2.28590187
2.32513914,2.32514644
2.35748592,2.35749317
2.38209107,2.38209872
1.1119579,1.11197085
1.59916787,1.59917682
1.87720868,1.87721663
2.0419348,2.04194305
2.15065865,2.15066625
2.22820637,2.22821412
2.28604154,2.28604884
2.33104805,2.33105515
2.36695689,2.36696364
2.3962052,2.39621235
2.41855193,2.41855908
1.13665293,1.13666463
1.67252798,1.67253668
1.95389431,1.95390286
2.11274049,2.11274829
2.21493749,2.21494544
2.28625471,2.28626241
2.33887157,2.33887827
2.37932917,2.37933617
2.41115016,2.41115766
2.43731415,2.43732135
2.45689993,2.45690723
1.17191111,1.17192251
1.76574324,1.76575179
2.04461382,2.04462197
2.19381875,2.19382615
2.28651677,2.28652422
2.34960251,2.34960931
2.39600224,2.39600854
2.43086944,2.43087654
2.45845443,2.45846158
2.48059543,2.48060258
2.49715312,2.49716022
1.2273183,1.2273285
1.88627311,1.88628071
2.15392148,2.15392883
2.28679327,2.28680052
2.3664426,2.3664499
2.41991772,2.41992472
2.45783261,2.45783971
2.48643364,2.48644024
2.50862128,2.50862813
2.52644207,2.52644897
2.53979488,2.53980138
1.32503329,1.32504369
2.0517479,2.0517562
2.28735154,2.28735864
2.39495012,2.39495732
2.45710098,2.45710793
2.4972742,2.4972809
2.5251968,2.52520375
2.54618556,2.54619276
2.56244909,2.56245579
2.57522797,2.57523447
2.58473957,2.58474652
1.54782124,1.54783059
2.28902382,2.28903132
2.45502545,2.45503235
2.52284609,2.52285319
2.55973386,2.55974081
2.58306842,2.58307562
2.59910003,2.59910638
2.61080704,2.61081389
2.61996977,2.61997667
2.62695187,2.62695827
2.6322647,2.6322712
2.30505599,2.30506354
2.61317722,2.61318407
2.64666022,2.64666682
2.65868115,2.65868735
2.6650844,2.6650908
2.66892811,2.66893431
2.67163143,2.67163858
2.67365967,2.67366622
2.67518556,2.67519216
2.67641974,2.67642629
2.67738791,2.67739461
1.06873572,1.06875172
1.44329585,1.44330525
1.69895144,1.69896024
1.86839678,1.86840498
1.9889309,1.9889388
2.07917054,2.07917869
2.14909185,2.1490999
2.20504749,2.20505439
2.25075911,2.25076651
2.28900725,2.2890144
2.31824328,2.31825073
1.07785535,1.07786955
1.47665788,1.47666733
1.73933628,1.73934488
1.90949376,1.90950216
2.0286108,2.0286188
2.11673566,2.11674366
2.18439921,2.18440631
2.23841551,2.23842256
2.28189247,2.28190002
2.31829564,2.31830249
2.34607695,2.3460841
1.09017154,1.09018604
1.51967278,1.51968193
1.79013783,1.79014633
1.95996088,1.95996923
2.07663248,2.07664023
2.16146739,2.16147479
2.22642356,2.22643106
2.27719374,2.27720114
2.31844067,2.31844767
2.35248125,2.35248895
2.37826411,2.37827176
1.10610008,1.10611398
1.57129182,1.57130082
1.84768437,1.84769247
2.01601965,2.0160273
2.12885612,2.12886372
2.20985101,2.20985876
2.27103438,2.27104198
2.31876618,2.31877358
2.35679367,2.35680067
2.38838576,2.38839251
2.41215795,2.412165
1.12639049,1.12640264
1.63286464,1.63287394
1.9143757,1.914384
2.07864743,2.07865513
2.18627761,2.18628571
2.26255593,2.26256308
2.31884571,2.31885301
2.36269273,2.36269998
2.39776497,2.39777207
2.4261552,2.4261617
2.44758966,2.44759681
1.15419901,1.15421021
1.70801354,1.70802254
1.9915197,1.99152775
2.14928881,2.14929626
2.24968533,2.24969278
2.31930319,2.31931004
2.37045445,2.3704616
2.40976079,2.40976804
2.44074986,2.44075706
2.46591157,2.46591867
2.48476066,2.48476746
1.19371504,1.19372544
1.80304047,1.80304937
2.08226045,2.0822682
2.22903796,2.22904561
2.31958546,2.31959241
2.38132626,2.38133296
2.42601596,2.42602316
2.45984272,2.45984967
2.48631954,2.48632619
2.50773476,2.50774146
2.52376352,2.52377087
1.25500172,1.25501217
1.92603386,1.92604171
2.19032998,2.19033748
2.320005,2.3200123
2.39788728,2.39789428
2.44931374,2.44932119
2.4860371,2.4860444
2.51355538,2.51356193
2.53493785,2.5349448
2.55193659,2.55194344
2.56452086,2.56452751
1.3621987,1.36220895
2.090703,2.0907104
2.3214438,2.32145105
2.42569938,2.42570623
2.48544118,2.48544828
2.52390274,2.52390989
2.55094993,2.55095708
2.57101265,2.57101955
2.58634575,2.58635235
2.59865912,2.59866567
2.60764586,2.60765226
1.60039965,1.60040825
2.32457334,2.32458054
2.48385699,2.48386359
2.54851669,2.54852354
2.58413877,2.58414527
2.60629473,2.60630128
2.62150647,2.62151302
2.63271747,2.63272432
2.64129198,2.64129863
2.64806562,2.64807227
2.65310999,2.65311659
2.35475054,2.35475784
2.63545062,2.63545752
2.66698061,2.66698696
2.67844269,2.67844929
2.68440428,2.68441128
2.68818097,2.68818692
2.69066473,2.69067113
2.69254943,2.69255613
2.6939607,2.69396745
2.69515553,2.69516208
2.69601362,2.69602012
1.07712076,1.07713581
1.46917531,1.46918461
1.73104315,1.73105145
1.90235261,1.90236086
2.02320254,2.02321034
2.11285879,2.11286659
2.18206103,2.18206848
2.23726188,2.23726953
2.28210405,2.28211085
2.31940363,2.31941068
2.3479422,2.34794965
1.0873428,1.08735705
1.50426226,1.50427176
1.77290616,1.77291451
1.94407607,1.94408412
2.06297565,2.06298325
2.15032893,2.15033668
2.21697187,2.21697897
2.26997432,2.26998202
2.31279434,2.31280159
2.34814328,2.34815048
2.37513305,2.3751399
1.10146936,1.10148451
1.54906114,1.54907004
1.82428839,1.82429714
1.99486605,1.99487395
2.11042628,2.11043448
2.19470527,2.19471272
2.25832719,2.25833474
2.30824823,2.30825528
2.34848638,2.34849373
2.3815497,2.38155675
2.40670111,2.40670826
1.11885601,1.11887031
1.60229992,1.60230902
1.88276512,1.88277362
2.05077552,2.05078337
2.16280415,2.16281185
2.2425061,2.2425136
2.3022627,2.30226975
2.34873967,2.34874677
2.38603181,2.38603836
2.41657457,2.41658147
2.43973711,2.43974381
1.14140464,1.14141654
1.66568268,1.66569193
1.94958987,1.94959802
2.11296846,2.11297631
2.21950473,2.21951213
2.29385488,2.29386258
2.34915817,2.34916562
2.39177681,2.39178351
2.42556368,2.42557083
2.45336841,2.45337546
2.47403984,2.47404709
1.17248496,1.17249651
1.74318722,1.74319607
2.02678094,2.02678859
2.18300685,2.1830145
2.28167542,2.28168312
2.3495721,2.3495793
2.3993749,2.39938205
2.4374694,2.4374765
2.46750385,2.467511
2.49175486,2.49176181
2.50994771,2.50995411
1.21598213,1.21599313
1.84003289,1.84004124
2.1172532,2.11726095
2.26148498,2.26149243
2.35030732,2.35031467
2.41010657,2.41011352
2.45326189,2.45326869
2.48597104,2.48597829
2.5116321,2.5116385
2.53225491,2.53226151
2.54762283,2.54762938
1.28335875,1.28336885
1.96356484,1.96357269
2.22391349,2.22392114
2.35089094,2.35089779
2.42622706,2.42623401
2.47591363,2.47592053
2.51141558,2.51142248
2.53784062,2.53784722
2.55822693,2.55823368
2.57482737,2.57483427
2.58695903,2.58696538
1.39982925,1.399839
2.12843408,2.12844153
2.35283287,2.35284032
2.45365428,2.45366148
2.51098951,2.51099631
2.54809539,2.54810214
2.57395252,2.57395947
2.59308487,2.59309147
2.60780617,2.60781307
2.61964782,2.61965442
2.62842066,2.62842711
1.65221776,1.65222676
2.35682477,2.35683162
2.50999387,2.51000047
2.57226878,2.57227538
2.60606746,2.60607381
2.62713883,2.62714563
2.64171804,2.64172459
2.65241728,2.65242398
2.6605532,2.6605597
2.66699481,2.66700081
2.67172618,2.67173243
2.39909182,2.39909882
2.65552477,2.65553112
2.68531548,2.68532203
2.69615669,2.69616309
2.70177261,2.70177856
2.70520507,2.70521172
2.70756931,2.70757536
2.70934691,2.70935326
2.71079827,2.71080462
2.71191283,2.71191953
2.71266677,2.71267322
1.08630797,1.08632472
1.4947039,1.4947133
1.76243236,1.76244101
1.93492085,1.93492895
2.05544762,2.05545532
2.14441333,2.14442088
2.21271165,2.2127194
2.26691784,2.26692444
2.31099259,2.31099989
2.34759055,2.34759775
2.3753653,2.37537225
1.09780151,1.09781581
1.5308936,1.53090315
1.80452076,1.80452876
1.97665297,1.97666157
2.09515588,2.09516378
2.18142129,2.18142889
2.2473395,2.247347
2.29906509,2.29907269
2.34102344,2.34103099
2.37568835,2.3756955
2.40197818,2.40198588
1.11325453,1.11326743
1.57793795,1.57794705
1.85669142,1.85670022
2.02729721,2.02730466
2.14254084,2.14254849
2.22537383,2.22538158
2.28783772,2.28784507
2.336745,2.33675205
2.3759481,2.37595475
2.40825843,2.40826518
2.43277779,2.43278504
1.13282879,1.13284164
1.6319538,1.6319628
1.91570869,1.91571709
2.08344056,2.08344816
2.19393559,2.19394289
2.27230366,2.27231066
2.33093817,2.33094557
2.37632219,2.37632884
2.41264944,2.41265664
2.44221147,2.44221802
2.46475084,2.46475749
1.15764524,1.15765739
1.69733933,1.69734793
1.98320546,1.98321351
2.14523606,2.14524391
2.24983546,2.24984236
2.32309008,2.32309728
2.37692839,2.37693519
2.41845876,2.41846606
2.4511853,2.45119215
2.47798258,2.47798968
2.49811751,2.49812421
1.19189165,1.19190225
1.77634508,1.77635343
2.06045459,2.06046214
2.21432818,2.21433553
2.31116185,2.3111689
2.37744139,2.37744854
2.4258598,2.42586715
2.46287292,2.46287992
2.49175431,2.49176106
2.51533876,2.51534506
2.53290318,2.53291028
1.23989567,1.23990662
1.87482037,1.87482867
2.15033754,2.15034454
2.29200328,2.29201058
2.37832281,2.37833036
2.43644008,2.43644683
2.47823252,2.47823997
2.50985985,2.50986685
2.53460311,2.53460986
2.55443519,2.55444234
2.56925546,2.56926171
1.31286497,1.31287482
1.99914872,1.99915637
2.25549371,2.25550081
2.37938964,2.37939659
2.45241061,2.45241771
2.50043961,2.50044661
2.53451833,2.53452503
2.55996192,2.55996902
2.5796467,2.5796534
2.59550263,2.59550898
2.60721852,2.60722457
1.43882476,1.43883456
2.1629317,2.16293915
2.38157236,2.38157936
2.47890436,2.47891081
2.53428479,2.53429159
2.56995655,2.56996325
2.5949002,2.59490665
2.61335244,2.61335909
2.62743116,2.62743791
2.63868904,2.63869549
2.64691787,2.64692437
1.70289272,1.70290167
2.38671978,2.38672713
2.53384513,2.53385148
2.59346807,2.59347437
2.62560166,2.62560806
2.64581835,2.64582505
2.65991585,2.65992235
2.66999043,2.66999658
2.67776439,2.67777064
2.68396506,2.68397136
2.68848426,2.68849066
2.43975348,2.43976073
2.67344465,2.67345105
2.70155424,2.70156044
2.71192985,2.71193585
2.71723239,2.71723874
2.72052455,2.72053095
2.72281504,2.72282114
2.72448386,2.72449036
2.72575664,2.72576294
2.7268775,2.72688345
2.72762344,2.72762984
1.0950338,1.0950477
1.51767769,1.51768699
1.78950314,1.78951149
1.96270778,1.96271558
2.08297828,2.08298608
2.17120392,2.17121102
2.23857528,2.23858348
2.29196464,2.29197174
2.33521145,2.3352183
2.37088762,2.37089447
2.39821079,2.39821789
1.10766444,1.10767799
1.55483051,1.55483966
1.83206358,1.83207218
2.00465864,2.00466689
2.12215667,2.12216367
2.20760273,2.20761028
2.27267382,2.27268117
2.32358077,2.32358797
2.36477011,2.36477706
2.39849187,2.39849942
2.42420138,2.42420798
1.12425329,1.12426669
1.60269897,1.60270797
1.88485637,1.88486477
2.05525681,2.05526496
2.16922713,2.16923473
2.2511138,2.25112125
2.31254971,2.31255661
2.36052064,2.36052789
2.39893444,2.39894109
2.43052228,2.43052943
2.45426428,2.45427083
1.14563564,1.14564819
1.65857814,1.65858674
1.94472373,1.94473188
2.11101554,2.11102299
2.22027927,2.22028622
2.29759728,2.29760458
2.35502951,2.35503636
2.39948645,2.39949315
2.43487276,2.43487936
2.46366561,2.46367261
2.48554001,2.48554651
1.17340812,1.17341982
1.72555758,1.72556603
2.0116534,2.01166135
2.17257541,2.17258311
2.27540192,2.27540887
2.34731521,2.34732266
2.39987647,2.39988347
2.44045754,2.44046419
2.47254081,2.47254751
2.49855807,2.49856472
2.51788079,2.51788754
1.21013199,1.21014294
1.80569755,1.8057063
2.08840259,2.08841019
2.24094858,2.24095623
2.33574585,2.33575305
2.4008372,2.4008442
2.44771169,2.44771874
2.48392542,2.48393247
2.51210268,2.51210933
2.53472529,2.53473209
2.55188065,2.55188685
1.26148011,1.26149121
1.90498472,1.90499247
2.17802978,2.17803733
2.31723016,2.31723751
2.40152245,2.4015296
2.45826317,2.45826937
2.49904104,2.49904769
2.52967903,2.52968558
2.55357318,2.55357958
2.57272001,2.57272656
2.58705001,2.58705626
1.34010182,1.34011237
2.0293029,2.02931115
2.28200391,2.28201101
2.40295946,2.40296646
2.47379645,2.47380315
2.52039138,2.52039793
2.553609,2.55361555
2.57813768,2.57814428
2.59728197,2.59728877
2.6126169,2.612623
2.62380101,2.62380781
1.47424998,1.47425948
2.19190395,2.19191105
2.40538799,2.40539449
2.49987272,2.49987937
2.55358683,2.55359338
2.58790954,2.58791569
2.61201457,2.61202122
2.62970358,2.62970993
2.64337965,2.6433862
2.6541844,2.65419055
2.66210611,2.66211246
1.74774057,1.74774927
2.41198411,2.41199066
2.55341643,2.55342303
2.61082316,2.61082986
2.64177638,2.64178253
2.66141145,2.66141775
2.67471748,2.67472398
2.68448749,2.68449404
2.69195473,2.69196093
2.69782233,2.69782858
2.70221096,2.70221736
2.47286528,2.47287183
2.68831895,2.68832465
2.71496811,2.71497451
2.72480003,2.72480583
2.72987774,2.72988359
2.73305186,2.73305786
2.73515177,2.73515802
2.73678115,2.736787
2.73805868,2.73806483
2.73905445,2.73906045
2.73980722,2.73981332
1.03000161,1.03047486
1.25631051,1.25632076
1.4385266,1.43853585
1.57481882,1.57482817
1.68039563,1.68040483
1.76476844,1.76477729
1.83385889,1.83386759
1.89137503,1.89138328
1.94000071,1.94000951
1.98173324,1.98174154
2.01459357,2.01460202
1.03298631,1.03304336
1.27728274,1.27729264
1.4685372,1.4685464
1.60884439,1.60885339
1.71593006,1.71593851
1.80034807,1.80035697
1.86896903,1.86897773
1.92553758,1.92554643
1.97318587,1.97319442
2.01375969,2.01376794
2.04562058,2.04562883
1.03708235,1.0371118
1.30468645,1.30469645
1.50724327,1.50725257
1.65197826,1.65198716
1.76004773,1.76005668
1.84422808,1.84423623
1.91160701,1.91161561
1.96678634,1.96679439
2.01282114,2.01282949
2.05192314,2.05193159
2.08229279,2.08230114
1.04240051,1.04242406
1.33834575,1.33835505
1.55285786,1.55286726
1.70125301,1.70126191
1.80980255,1.8098111
1.89290436,1.89291281
1.95861285,1.9586211
2.0118464,2.01185505
2.05587374,2.05588179
2.09294875,2.09295705
2.12165184,2.12165964
1.04922307,1.04924142
1.38016085,1.3801701
1.60744721,1.60745631
1.75856263,1.75857153
1.86692444,1.86693329
1.9477732,1.9477818
2.01085395,2.01086245
2.0613421,2.06135005
2.10282775,2.1028355
2.13732753,2.13733583
2.16398375,2.16399185
1.05862056,1.05863516
1.43368606,1.43369546
1.67419136,1.67420036
1.82646757,1.82647637
1.9321999,1.9322087
2.0095756,2.00958375
2.06898191,2.06899031
2.1158078,2.11581605
2.1540102,2.1540181
2.18544289,2.18545129
2.20956118,2.20956883
1.07254135,1.07255425
1.50541856,1.50542791
1.75687013,1.75687908
1.90760594,1.90761449
2.00805759,2.00806619
2.08001693,2.08002473
2.1341489,2.1341566
2.17624163,2.17624948
2.21010594,2.21011429
2.23777551,2.23778371
2.2589472,2.2589551
1.09507125,1.095084
1.6048191,1.6048286
1.8630174,1.8630262
2.00644624,2.00645429
2.09757592,2.09758417
2.16121802,2.16122557
2.20789577,2.20790347
2.24356278,2.24357038
2.27197405,2.2719819
2.29502523,2.29503303
2.31248455,2.3124924
1.13783824,1.13784929
1.75267143,1.75268003
2.00350715,2.00351535
2.1290234,2.1290314
2.20461363,2.20462158
2.25528936,2.25529756
2.29164334,2.29165074
2.31905527,2.31906317
2.34056546,2.34057311
2.35771076,2.35771831
2.37073823,2.37074578
1.2477763,1.24778625
1.9959396,1.9959479
2.19860756,2.19861561
2.28570794,2.28571569
2.33476884,2.33477604
2.36606981,2.36607746
2.38803156,2.38803931
2.40421564,2.40422299
2.41679108,2.41679848
2.42686393,2.42687123
2.43439217,2.43439967
1.89461157,1.89462012
2.40552688,2.40553453
2.45266069,2.45266839
2.46963864,2.46964589
2.47843348,2.47844098
2.48393649,2.48394404
2.48796745,2.48797495
2.49093319,2.49094104
2.49336788,2.49337528
2.49537892,2.49538632
2.49694031,2.49694756
1.03319201,1.03324746
1.28713663,1.28714683
1.48589221,1.48590146
1.63090432,1.63091307
1.74168095,1.7416894
1.8288077,1.8288164
1.8992895,1.89929785
1.95749607,1.95750437
2.00645968,2.00646788
2.0480591,2.04806725
2.08078601,2.08079421
1.03687897,1.03691577
1.31063476,1.31064446
1.51829203,1.51830128
1.6669263,1.66693465
1.77862632,1.77863492
1.8655339,1.8655428
1.93512879,1.93513699
1.99221462,1.99222307
2.03975108,2.03975918
2.08020574,2.08021364
2.1116088,2.11161705
1.04185957,1.04188222
1.34122429,1.34123449
1.56004179,1.56005094
1.71217551,1.71218451
1.82427454,1.82428334
1.91036889,1.91037744
1.97842947,1.97843792
2.03375416,2.03376196
2.07956541,2.07957336
2.11810329,2.11811159
2.14801805,2.14802615
1.04841425,1.04843115
1.37830258,1.37831233
1.60890572,1.60891427
1.7640311,1.76404
1.87564557,1.87565402
1.95991618,1.95992463
2.0259205,2.02592845
2.07885426,2.07886296
2.12232925,2.12233755
2.15873262,2.15874067
2.18676872,2.18677597
1.05689385,1.05690995
1.42423635,1.42424565
1.66623336,1.66624216
1.82380529,1.82381394
1.93371537,1.93372387
2.0151707,2.0151795
2.07811996,2.07812776
2.12800894,2.12801679
2.16861712,2.16862507
2.20248708,2.20249498
2.2282378,2.2282455
1.06863857,1.06865232
1.48306336,1.48307306
1.73662931,1.73663846
1.8934136,1.89342225
2.0000819,2.0000904
2.07724093,2.07724938
2.13589093,2.13589948
2.18181415,2.181822
2.21905962,2.21906747
2.24951703,2.24952483
2.27270705,2.2727145
1.08572424,1.08573634
1.56026377,1.56027282
1.82263952,1.82264787
1.97594401,1.97595216
2.07610907,2.07611682
2.1470435,2.14705135
2.19984064,2.19984889
2.24093259,2.24094014
2.27349475,2.27350235
2.30033761,2.30034471
2.32046558,2.32047313
1.11346632,1.11347732
1.66582125,1.66583025
1.93109648,1.93110488
2.07481821,2.07482636
2.16499649,2.16500404
2.2265397,2.2265476
2.2718179,2.27182565
2.30617975,2.30618735
2.33330789,2.33331594
2.35535091,2.35535861
2.37184392,2.37185107
1.16506235,1.16507335
1.82058998,1.82059833
2.07254968,2.07255743
2.19593498,2.19594273
2.26926737,2.26927502
2.31777345,2.31778105
2.35258957,2.35259727
2.37853291,2.37854051
2.398888,2.3988951
2.41515813,2.41516528
2.42738955,2.42739685
1.29786581,1.29787596
2.06755305,2.0675613
2.26395715,2.2639651
2.34751384,2.34752114
2.39416493,2.39417228
2.42373133,2.42373913
2.44405047,2.44405782
2.45936967,2.45937712
2.47108704,2.47109449
2.48044516,2.48045236
2.48746295,2.48746985
1.99225124,1.99225924
2.4618406,2.461848
2.50541256,2.50542021
2.52094137,2.52094827
2.52914318,2.52915013
2.53434911,2.53435621
2.53793322,2.53793992
2.54057741,2.54058476
2.54276209,2.54276959
2.54457373,2.54458108
2.54593034,2.54593739
1.03746417,1.03749577
1.32108066,1.32109031
1.53562892,1.53563827
1.68883256,1.68884126
1.80381661,1.80382561
1.89291207,1.89292042
1.96443831,1.96444611
2.02285496,2.02286316
2.07144228,2.07145008
2.11272512,2.11273292
2.14478883,2.14479723
1.04213047,1.04215392
1.34724915,1.347259
1.57078472,1.57079372
1.72690005,1.72690835
1.84179245,1.8418006
1.9304965,1.9305049
2.00049592,2.00050397
2.05745242,2.05746052
2.10476541,2.10477351
2.14449559,2.14450324
2.17532785,2.1753356
1.0483858,1.0484077
1.38073696,1.38074661
1.61488552,1.61489467
1.77394281,1.77395171
1.88889144,1.88890029
1.97582526,1.97583371
2.0439828,2.0439908
2.09886871,2.09887631
2.14419277,2.14420077
2.18187462,2.18188212
2.21089697,2.21090497
1.05645468,1.05647348
1.4215411,1.42155065
1.66644904,1.66645754
1.82758948,1.82759818
1.94124932,1.94125742
2.02601235,2.02602065
2.09144316,2.09145086
2.14372651,2.14373446
2.18632273,2.18633053
2.22168053,2.22168793
2.24897707,2.24898487
1.06706433,1.06707918
1.47183031,1.47183951
1.7277912,1.7278001
1.88907619,1.88908449
1.99988942,1.99989752
2.08122685,2.08123475
2.14323797,2.14324617
2.19201424,2.19202214
2.23157805,2.231586
2.26429555,2.26430325
2.28921627,2.28922367
1.08144447,1.08145817
1.53493928,1.53494838
1.8004689,1.800478
1.9597982,1.959806
2.06648297,2.06649092
2.14274738,2.14275498
2.19988993,2.19989763
2.24494062,2.24494852
2.28054873,2.28055673
2.30978472,2.30979152
2.33221778,2.33222538
1.1026908,1.10270255
1.61731896,1.61732806
1.88908859,1.88909654
2.04304044,2.04304849
2.14207528,2.14208293
2.2113835,2.2113916
2.26252754,2.26253519
2.30200389,2.30201149
2.33327325,2.333281
2.35888982,2.35889682
2.3781589,2.37816625
1.13655607,1.13656747
1.72949631,1.72950526
1.99899883,1.99900713
2.14150189,2.14150999
2.22934256,2.22935001
2.28866379,2.28867064
2.33191701,2.33192441
2.36491571,2.36492331
2.39056261,2.39056991
2.411401,2.4114088
2.4269087,2.4269158
1.19890659,1.19891759
1.88876625,1.888775
2.13967488,2.13968248
2.25985434,2.25986224
2.33004632,2.33005392
2.37634423,2.37635203
2.40909024,2.40909754
2.43379644,2.43380374
2.45274009,2.45274739
2.46800729,2.46801494
2.47949407,2.47950142
1.35443523,1.35444498
2.13621791,2.13622591
2.32588832,2.32589587
2.40524151,2.40524886
2.44880316,2.44881056
2.47643214,2.47643969
2.49576931,2.49577666
2.50990209,2.50990939
2.52070602,2.52071307
2.5294882,2.52949565
2.53591365,2.53592065
2.09083061,2.09083876
2.51324615,2.51325335
2.5533284,2.5533354
2.5676249,2.56763215
2.57511575,2.57512265
2.57980309,2.57981034
2.58305437,2.58306182
2.58553976,2.58554666
2.58745787,2.58746502
2.58909531,2.58910166
2.59029498,2.59030213
1.04290863,1.04293503
1.35432812,1.35433802
1.58321742,1.58322642
1.74270097,1.74270947
1.86037836,1.86038661
1.95060557,1.95061397
2.02228129,2.02228909
2.08031628,2.08032418
2.12867008,2.12867833
2.1693546,2.1693622
2.20064824,2.20065594
1.04849534,1.04852024
1.38257218,1.38258158
1.62000381,1.62001326
1.78188298,1.78189168
1.89944161,1.89945011
1.98865252,1.98866042
2.0587822,2.05879025
2.11508958,2.11509743
2.16153398,2.16154203
2.20044529,2.20045314
2.23066662,2.23067437
1.05621122,1.05622977
