TFTCT,allOneMemory
2.1452085099999993,2.1452163600000005
2.19476047,2.1947685200000002
2.2348400600000002,2.23484811
2.2682013199999997,2.2682089699999994
2.2933962950000004,2.293403995
1.08288447,1.08289642
1.54674871,1.5467582099999995
1.8145182150000008,1.814526565
1.97430187,1.9743103699999998
2.0802788750000003,2.0802873749999993
2.1562899349999998,2.1562979350000004
2.2133211800000008,2.2133298300000006
2.2576151550000008,2.2576233050000005
2.29339051,2.2933984099999996
2.3226099050000015,2.3226176549999993
2.3449095450000006,2.344917395
1.108963585,1.108975635
1.6522469149999999,1.6522559650000008
1.9258059600000008,1.9258144599999998
2.0771480899999997,2.0771563399999997
2.1735218999999995,2.1735297000000005
2.2405942100000003,2.24060201
2.2898560249999993,2.289863775
2.32768668,2.3276945299999996
2.357540185,2.3575484849999997
2.382095555,2.382103254999999
2.4006210200000004,2.40062897
1.1571580849999996,1.1571688850000001
1.806533435,1.8065426850000004
2.0713910099999997,2.07139956
2.204291455,2.204299455000001
2.2844634150000003,2.2844716149999997
2.338108755,2.3381162050000004
2.3766018600000014,2.37660936
2.405719560000001,2.4057274100000003
2.428597640000001,2.4286051900000003
2.4471468800000005,2.4471546300000004
2.4611448449999993,2.4611523450000004
1.2772106950000002,1.2772209450000003
2.055891385,2.055899585
2.2714274899999993,2.27143559
2.3651997700000003,2.3652072699999995
2.417980565,2.4179882149999994
2.4520225649999996,2.4520300650000006
2.4760394100000003,2.476047060000001
2.4937343049999985,2.4937418549999997
2.5075239700000007,2.5075316700000005
2.518692299999999,2.518700100000001
2.5269724399999998,2.526980289999999
1.8601405750000009,1.8601492749999997
2.4618497899999996,2.46185744
2.527853455,2.527860955
2.551805784999999,2.5518131349999997
2.5644685250000006,2.5644760250000003
2.5726742950000006,2.5726816449999994
2.5783435349999997,2.578351085
2.5827598949999997,2.5827675449999994
2.586294365,2.5863019150000004
2.5891035,2.589111
2.5915386300000005,2.5915460299999995
1.036912855,1.036955605
1.3062517,1.30626195
1.5183933199999995,1.5184023199999992
1.6743857750000002,1.6743947250000002
1.79392068,1.7939294799999976
1.888265725,1.8882740750000004
1.9649708299999997,1.9649796300000002
2.02856933,2.0285777299999994
2.08203826,2.0820466599999987
2.1277612599999998,2.1277697600000014
2.163558605,2.163566855000001
1.0411620700000004,1.0411878200000002
1.3308432349999992,1.3308530849999993
1.5533324849999999,1.5533414349999994
1.7129140750000005,1.712923175
1.8337587549999999,1.833767455
1.92786608,1.9278746299999998
2.0038856099999998,2.0038942100000003
2.066376255,2.0663846050000005
2.118351684999999,2.118359934999999
2.1627029200000005,2.1627111699999997
2.19738173,2.197389780000001
1.0469357150000003,1.046954415
1.3637742600000005,1.3637841100000005
1.5976696549999994,1.5976788049999997
1.7615560650000006,1.7615648650000006
1.8829686149999998,1.8829769650000001
1.9764621000000009,1.9764708500000001
2.0507561649999992,2.0507644149999997
2.1115901150000003,2.1115983649999994
2.1617447750000007,2.161752375
2.2041190750000013,2.2041274250000003
2.2371760949999997,2.2371844450000005
1.0543530949999997,1.0543690450000003
1.4030860900000002,1.4030956900000005
1.649804055,1.6498134549999994
1.8174466649999999,1.8174555650000004
1.9384590350000008,1.9384674849999994
2.030282835,2.0302913849999995
2.1026997999999995,2.10270795
2.160613185,2.1606212850000004
2.208817394999999,2.2088255450000007
2.248845565,2.248853615
2.279914024999999,2.2799216749999998
1.0639488099999999,1.0639641099999995
1.4524929549999999,1.452502605
1.7122013549999997,1.7122103549999996
1.8816307449999996,1.881639545
2.001571919999999,2.0015805700000007
2.0903629699999997,2.0903716199999995
2.1594973450000006,2.159505195000001
2.2143704099999995,2.2143785100000004
2.259306069999999,2.2593136699999996
2.296808515,2.296816415
2.325382914999999,2.3253909649999995
1.0773663599999996,1.0773797100000002
1.5147881950000004,1.5147975450000004
1.7869333949999995,1.7869424450000002
1.9571395350000005,1.9571476349999994
2.073343405,2.073351254999999
2.157854765000001,2.1578631150000005
2.222415169999999,2.222423469999999
2.273356919999999,2.27336532
2.3144476750000003,2.3144553749999988
2.3481937650000004,2.3482015149999995
2.374281385,2.3742895350000004
1.0966515799999998,1.0966637800000003
1.5968160549999997,1.5968251550000006
1.8790455750000004,1.8790543749999995
2.04599432,2.04600262
2.15590894,2.1559168399999997
2.2339487650000005,2.2339569649999995
2.2925466099999996,2.29255416
2.338208330000001,2.33821608
2.3744915350000007,2.374499485
2.404484174999999,2.4044921749999992
2.42699741,2.427005060000001
1.127371025,1.1273826249999999
1.7090589600000001,1.7090678100000003
1.9959999399999995,1.9960080400000009
2.1529819999999997,2.1529905
2.2523294700000007,2.2523372700000013
2.3208500549999993,2.3208577050000003
2.3712828800000003,2.3712907299999997
2.4095689349999994,2.4095766349999996
2.4404715350000004,2.4404797350000003
2.4650483800000007,2.4650559800000007
2.48386088,2.4838684800000004
1.18457863,1.18458933
1.8732717149999993,1.8732806649999998
2.1471879200000004,2.1471962700000002
2.28428133,2.2842892799999994
2.3660821949999993,2.3660898949999996
2.420793565,2.4208014149999992
2.45994072,2.4599487699999987
2.4892909149999993,2.4892982650000004
2.51255074,2.5125578900000005
2.53120766,2.5312149600000002
2.545210375000001,2.5452178250000013
1.3248026250000005,1.3248124750000003
2.1339419499999996,2.1339504000000007
2.353660445,2.353668095
2.4491369200000004,2.4491444199999997
2.5026384100000016,2.5026459599999997
2.536888685000001,2.536896185000001
2.5607774699999997,2.5607850199999995
2.5787539450000003,2.578761495
2.5925873300000006,2.59259473
2.6037505000000003,2.6037578499999996
2.61197342,2.611980869999999
1.9622465699999998,1.9622549199999997
2.548432105,2.548439505
2.6139988649999997,2.6140059149999986
2.63788083,2.6378880300000005
2.6504435699999993,2.6504507700000004
2.6585686249999996,2.658575625000001
2.6641753849999996,2.6641829349999977
2.6685358499999996,2.6685434000000003
2.6719704650000007,2.671977515
2.674948940000001,2.67495594
2.677039835,2.6770466350000004
1.04151895,1.0415447000000007
1.3331868199999988,1.3331965699999995
1.5596417249999999,1.5596514249999993
1.7248137100000007,1.7248228599999995
1.8502194800000005,1.85022813
1.9489295399999995,1.9489376900000004
2.0288693650000007,2.0288778149999995
2.09450615,2.0945142000000003
2.149735614999999,2.149743665000001
2.196829450000001,2.19683755
2.2337440650000002,2.2337521650000003
1.0465554249999998,1.046576125
1.359905945,1.3599161450000006
1.5970848649999996,1.5970940650000005
1.7659608949999999,1.7659698950000007
1.8921939449999998,1.892202794999999
1.9907179850000003,1.9907268350000005
2.0693307400000003,2.0693392399999997
2.1337427399999997,2.1337509899999993
2.187373880000001,2.1873815300000006
2.2330335900000002,2.2330419399999997
2.268567155,2.268575254999999
1.0534395950000002,1.0534559950000004
1.3953900300000006,1.3953999799999994
1.6443969200000004,1.6444061700000006
1.8171489150000004,1.8171575650000003
1.9438856549999997,1.9438944550000008
2.0412251449999994,2.041233744999999
2.1180495499999994,2.1180576999999996
2.1805542449999997,2.180562195
2.2321171150000003,2.2321247150000003
2.2758948250000004,2.275902475
2.309418445,2.3094260449999995
1.0620464399999998,1.0620620399999998
1.4380102500000005,1.4380202000000002
1.699695365,1.6997044650000002
1.8757490399999996,1.875757539999999
2.0017645649999998,2.001773165000001
2.097080975,2.0970900749999997
2.17164726,2.17165556
2.231292435,2.2313000849999995
2.2803479749999993,2.280355475
2.3214604749999994,2.3214680249999993
2.3533518349999984,2.3533600349999997
1.0733217449999999,1.073337295
1.4910914749999995,1.4911008250000006
1.76559389,1.7656028399999997
1.94288366,1.9428924600000002
2.067241215000001,2.0672496650000003
2.15929884,2.1593068399999993
2.2301059100000002,2.2301146599999995
2.286459025,2.2864668249999998
2.3325863949999994,2.3325942450000006
2.3705204550000003,2.370528455
2.3997905350000006,2.399797785
1.0891571999999998,1.0891696
1.5580517299999996,1.55806133
1.8446602349999985,1.8446692349999996
2.021271605000001,2.0212799049999997
2.1417679250000003,2.1417759750000003
2.2286814600000002,2.228689809999999
2.2949092749999997,2.294917025
2.346819720000002,2.3468275199999997
2.3886956200000005,2.3887033200000007
2.4233131599999997,2.4233210599999997
2.449664909999999,2.4496723599999997
1.1115967599999999,1.11160946
1.6458541300000002,1.6458632300000002
1.9413630749999995,1.9413715249999999
2.1139975150000008,2.1140055649999994
2.2271130950000013,2.2271211450000004
2.3068198199999994,2.30682757
2.3669659550000004,2.366973405000001
2.412966255,2.4129739050000003
2.4500624699999993,2.450070420000001
2.4802397899999997,2.48024659
2.5031946250000003,2.5032020249999998
1.1475404250000005,1.1475517249999998
1.7649443450000004,1.7649533949999994
2.0626282250000014,2.062636875
2.224448935,2.224456535
2.326270055,2.326277405000001
2.3958652700000003,2.39587317
2.4468141599999997,2.4468221600000004
2.4860775850000003,2.4860849349999996
2.5169406950000006,2.516948045
2.5418527650000007,2.541860415
2.560782310000001,2.5607900599999995
1.2139832050000001,1.2139936549999994
1.937196875,1.937205725
2.2199411500000004,2.2199495000000002
2.359141000000001,2.3591488
2.44255587,2.4425634699999996
2.4975809849999986,2.497588535
2.5370558549999997,2.537063705
2.56667288,2.5666800300000006
2.5900703149999997,2.590077665000001
2.6089406300000006,2.6089480800000002
2.6228688850000004,2.622876334999999
1.3742231900000001,1.37423364
2.207376060000001,2.2073844099999995
2.4307194250000004,2.4307272750000006
2.5265319649999993,2.5265399150000007
2.5804299000000004,2.5804368500000003
2.614845260000001,2.6148525099999995
2.639060215,2.639067515000001
2.6569520449999997,2.656959095000001
2.6707029500000004,2.6707103000000005
2.6816656400000016,2.6816729400000003
2.69006556,2.6900729099999996
2.0594056699999994,2.05941422
2.627896314999999,2.627903865000001
2.6929002949999994,2.692907395
2.7166150800000004,2.7166224299999993
2.729108755,2.7291157049999986
2.73712687,2.737133770000001
2.742773234999999,2.742780685000001
2.746963615,2.7469707150000016
2.7503710699999995,2.7503781199999997
2.7532279999999996,2.7532353500000006
2.7553144699999983,2.7553220699999987
1.04671123,1.0467365799999997
1.3599529599999993,1.3599632599999998
1.6003508550000003,1.6003599050000004
1.7735434800000005,1.773552230000001
1.9047425649999985,1.904751264999999
2.007131725,2.0071404250000002
2.0896340400000004,2.0896424400000004
2.1573513699999993,2.15735882
2.2141484699999987,2.214156319999999
2.2624027250000003,2.2624106250000007
2.299864589999999,2.2998730899999993
1.0527042249999998,1.0527245750000003
1.3888884899999996,1.3888982900000004
1.63972667,1.63973562
1.8169067399999996,1.8169155400000003
1.9485271200000005,1.9485355699999998
2.050312689999999,2.0503215899999994
2.131535210000001,2.1315432100000002
2.19764672,2.19765467
2.252745805,2.2527539049999983
2.2993531849999993,2.299361285
2.3354579450000004,2.335465695
1.0606678150000002,1.0606845149999997
1.4271671300000002,1.4271766800000003
1.6897772050000006,1.6897863550000003
1.8706719450000007,1.870680994999999
2.002132945,2.0021415950000003
2.1026733500000008,2.1026819499999996
2.1817824949999998,2.1817907450000003
2.245637505,2.2456455049999997
2.2984954599999994,2.29850376
2.3430935349999995,2.343101235000001
2.3773484249999997,2.377356375
1.0707245900000002,1.0707397899999997
1.47275356,1.4727629599999994
1.7484983650000003,1.7485076650000002
1.9316428249999995,1.9316515749999998
2.0624009550000006,2.0624095550000003
2.16018653,2.16019488
2.236669545,2.2366775450000005
2.297941669999999,2.2979497699999993
2.3479876899999996,2.3479951900000007
2.3895875549999994,2.3895951550000003
2.4218483099999992,2.42185611
1.083970175,1.083984325
1.5289943150000003,1.529003315
1.8173549499999995,1.8173643999999993
2.0017981600000003,2.0018068100000006
2.1300197499999998,2.1300280500000004
2.224329880000001,2.224338229999999
2.296973145000001,2.296981545
2.3541967099999987,2.3542046100000005
2.4010325799999994,2.4010409299999993
2.4396605999999994,2.4396679999999997
2.4694553149999994,2.469463065
1.10194091,1.1019532599999997
1.600341555000001,1.6003508050000006
1.9003932450000003,1.9004017450000004
2.0832961249999995,2.0833043749999995
2.2067637050000015,2.2067717549999997
2.2958022999999996,2.2958103499999996
2.3632738049999995,2.3632814550000005
2.416043334999999,2.4160517849999996
2.45827018,2.4582778300000006
2.493177135,2.4931848350000005
2.519816115,2.5198237149999994
1.1282714099999998,1.1282832600000001
1.693540135,1.693549084999999
2.0010679299999996,2.001076780000001
2.178505999999999,2.1785142499999988
2.2940467700000005,2.294054769999999
2.3757896049999996,2.3757973549999996
2.43623085,2.4362383999999997
2.483284485,2.483292235
2.520521759999999,2.5205293599999994
2.5509849700000005,2.5509918699999994
2.573991545,2.573999745
1.1701904399999998,1.1702018399999996
1.8192543600000004,1.819263160000001
2.1265656400000004,2.1265742899999998
2.29216425,2.2921723000000007
2.395382894999999,2.395390644999999
2.4660438149999995,2.466051465
2.5175904450000006,2.517597945
2.5571570699999997,2.557164469999999
2.5879273949999995,2.5879346949999986
2.6132569899999987,2.613264390000001
2.632118259999999,2.6321263099999994
1.245450645,1.245461395
1.9993712399999999,1.9993794400000002
2.2879801600000014,2.2879880100000003
2.429487594999999,2.429495445000001
2.513374185,2.513381784999999
2.568933485,2.568941085
2.6088021150000005,2.608809564999999
2.638493879999999,2.63850098
2.66181066,2.66181781
2.6806607449999995,2.6806676449999993
2.694693629999998,2.6947006799999995
1.4250212650000003,1.4250310650000002
2.276766265,2.276774515
2.5023787749999995,2.502386975
2.5987414299999996,2.5987487800000015
2.6524906200000005,2.6524980199999995
2.6870918400000003,2.68709909
2.7111313050000008,2.7111384550000004
2.7288695049999996,2.7288767549999995
2.7426586300000015,2.742666179999999
2.753708650000001,2.7537161500000003
2.7619628750000005,2.7619696750000005
2.1549471599999994,2.1549552100000007
2.701252175000001,2.7012591249999995
2.765518120000001,2.7655255200000006
2.78901262,2.7890201200000013
2.8014340750000004,2.8014412749999997
2.809406515,2.8094140650000003
2.814860355,2.8148670549999992
2.818883744999998,2.8188908450000003
2.8223489099999983,2.822356160000002
2.825035279999999,2.825042280000001
2.8271310049999987,2.8271382549999986
1.0526833900000003,1.05270234
1.3866987849999999,1.3867086349999997
1.6402584249999996,1.6402675749999998
1.821204620000001,1.8212136699999997
1.9571054849999998,1.9571145349999997
2.0629580649999997,2.0629662149999985
2.1477861450000004,2.1477943450000008
2.217243635,2.2172523350000004
2.2750026749999996,2.275010925
2.3242131450000003,2.3242207450000003
2.3624980250000003,2.362505825
1.0594747149999992,1.0594935650000001
1.4177463599999995,1.4177561100000002
1.6816678800000004,1.6816771300000002
1.8662863850000004,1.866295384999999
2.0026923500000002,2.002701000000001
2.1077004449999994,2.107708895
2.1905116900000006,2.1905201399999994
2.2584207200000006,2.25842862
2.314570415,2.3145784650000008
2.361966535000001,2.361974035000001
2.398692735000001,2.398700485000001
1.068568825,1.068583175
1.4583234650000005,1.4583335149999999
1.734497460000001,1.7345063099999996
1.9223758549999999,1.9223851050000005
2.05835488,2.0583634300000004
2.1613458800000003,2.1613538799999996
2.2424315700000004,2.2424394199999997
2.3077731400000006,2.3077811400000003
2.3613541849999997,2.3613621850000004
2.406538234999999,2.4065461850000003
2.4412038800000007,2.4412113299999993
1.0803874549999999,1.080401755
1.5074372899999997,1.50744674
1.7957569350000002,1.795765384999999
1.98572468,1.98573343
2.12036313,2.1203715299999986
2.2206071850000004,2.220615185
2.2985730699999998,2.2985813200000003
2.3606946300000002,2.360702479999999
2.4114906550000006,2.4114983050000007
2.453849785,2.453858084999999
2.4864095250000005,2.4864172749999995
1.09528627,1.09530017
1.5674118899999994,1.5674207900000006
1.8678973100000005,1.8679059599999999
2.0581479600000008,2.058156509999999
2.1898144599999996,2.1898224599999985
2.2863057250000005,2.2863135249999993
2.3600917800000003,2.36009968
2.4183002699999987,2.4183080699999997
2.4656321200000004,2.4656397700000006
2.5046839000000007,2.5046917500000005
2.5343660349999997,2.5343738850000004
1.1162152300000001,1.1162278799999996
1.6431559150000006,1.6431650650000003
1.9541494499999996,1.9541578500000003
2.14218272,2.14219102
2.268590865,2.2685989650000002
2.3590477799999996,2.3590555799999997
2.4274014800000003,2.4274095300000003
2.4807216149999993,2.480729114999999
2.5235181650000005,2.5235261150000006
2.5588163499999994,2.558823899999999
2.5855439600000008,2.5855514100000003
1.1459933649999998,1.146005965
1.7405207700000003,1.7405299699999999
2.058360355000001,2.058368904999999
2.2400866849999996,2.240094684999999
2.3578954349999997,2.357903085
2.4403846600000008,2.4403925600000003
2.5016236400000014,2.5016316900000004
2.548654565,2.5486620149999992
2.5864326599999994,2.5864401599999995
2.6170094600000002,2.6170169100000003
2.640159075,2.6401661749999987
1.1937185899999994,1.19372944
1.8720878349999994,1.8720964350000002
2.187946325,2.187954325
2.356223545,2.356231544999999
2.4605687199999995,2.46057637
2.531863020000001,2.531870670000001
2.583725769999999,2.583733470000001
2.623342665,2.6233501649999993
2.654423755,2.6544309050000003
2.679523234999999,2.679530584999999
2.6984912649999995,2.698498065000001
1.2784000599999992,1.2784099099999995
2.058109570000001,2.0581174699999996
2.352609205,2.3526169049999996
2.4954113950000005,2.4954192449999995
2.57969452,2.57970262
2.6353924,2.6353997999999996
2.6752685799999996,2.6752754299999997
2.7050551349999994,2.7050623349999996
2.728514035000001,2.728520735
2.747070554999998,2.7470781549999996
2.760987369999999,2.7609947700000004
1.478388665,1.4783982650000005
2.3440513749999994,2.344059275
2.5694176250000003,2.5694251749999997
2.665808090000001,2.66581514
2.719464355,2.7194715049999996
2.753915430000001,2.7539225300000005
2.7778380899999986,2.7778455400000013
2.7955614650000005,2.7955685150000007
2.8092478700000005,2.8092551199999996
2.820030215000001,2.820037465
2.8282506549999997,2.8282579050000005
2.2444063600000006,2.24441506
2.76914311,2.76915006
2.8326499600000004,2.8326567600000008
2.8557596850000007,2.8557666349999993
2.8680292000000014,2.8680362000000006
2.8758087399999988,2.8758157900000003
2.881314024999999,2.8813214250000003
2.8852086350000015,2.8852157849999993
2.8886284450000006,2.8886359450000016
2.8913384599999987,2.8913452099999994
2.8932544849999986,2.893261685
1.0593003350000003,1.059318535
1.4137294299999998,1.4137393300000005
1.6794691600000002,1.6794784100000002
1.867570195,1.867578845
2.0080052299999993,2.0080137800000006
2.1165324099999996,2.11654061
2.2031580949999987,2.2031661949999997
2.27405282,2.2740607699999997
2.332998065000001,2.3330060149999996
2.382817285,2.382825135000001
2.4216802399999997,2.42168794
1.0668795800000002,1.0668940800000002
1.4467373399999994,1.4467472399999997
1.7231107999999988,1.7231199000000004
1.9144406599999997,1.9144492100000006
2.0549369399999997,2.0549449899999996
2.162478015000001,2.1624859149999995
2.24710206,2.2471100100000014
2.3162355350000006,2.3162434849999998
2.373196709999999,2.3732048600000004
2.4212381249999995,2.4212460250000007
2.4583749049999994,2.4583826049999993
1.0774074599999997,1.07742266
1.4897148150000004,1.489724665
1.7780638400000006,1.7780731399999998
1.9721951600000005,1.9722037100000003
2.1120991899999995,2.1121075899999995
2.2175454600000006,2.2175537099999993
2.3000440499999995,2.3000518500000005
2.366467905,2.366475655
2.4207895400000004,2.42079774
2.46639386,2.46640186
2.501529815,2.5015366650000006
1.0905000500000004,1.090514
1.5415325399999995,1.5415422399999996
1.8420799499999996,1.8420888000000004
2.0377497850000004,2.037758384999999
2.1756606599999997,2.1756688100000003
2.278063244999999,2.278071695000001
2.357348025,2.357356124999999
2.420256185,2.4202638850000016
2.471716975,2.4717246749999995
2.514381904999999,2.5143896050000007
2.54703586,2.5470431100000006
1.107905214999999,1.107918615
1.6047514749999996,1.6047609749999998
1.9168075349999998,1.9168161849999998
2.112322845,2.1123310949999996
2.246749725000001,2.246757825000001
2.3448843350000006,2.3448924850000004
2.4196362149999997,2.419644115
2.4786465449999993,2.478654295
2.5262224250000003,2.5262299749999992
2.565535224999999,2.565543425000001
2.5954869300000007,2.5954940800000004
1.1312525350000007,1.131264535
1.6844988300000006,1.6845081799999997
2.005950890000001,2.00595914
2.198837575,2.1988455750000004
2.3272013650000005,2.3272091649999993
2.4188204300000002,2.418828730000001
2.487921575,2.4879291249999995
2.541653385000001,2.5416614850000006
2.5847919849999994,2.5847992349999993
2.620141765,2.620149315
2.646966545000002,2.646973944999999
1.1654414849999997,1.1654527850000003
1.7869833799999997,1.78699238
2.1134159550000002,2.1134246050000005
2.298674609999999,2.2986823099999993
2.4181376500000002,2.4181453
2.501456719999999,2.5014642699999996
2.5627515699999996,2.56275937
2.6102125249999997,2.6102199750000006
2.6480205549999996,2.648028005000002
2.678734080000002,2.67874143
2.7017883750000005,2.701795325
1.2180827500000004,1.2180938000000006
1.9236634200000002,1.9236714199999998
2.24598044,2.2459885900000014
2.4165349949999997,2.4165423949999996
2.5219616299999994,2.5219696299999996
2.593615305,2.593623255000001
2.645883719999999,2.64589122
2.6850370749999994,2.685044074999999
2.7164405850000004,2.716448334999999
2.7413334099999984,2.7413405100000006
2.7603203849999995,2.760328034999999
1.3138344900000005,1.3138444399999998
2.115860859999999,2.11586906
2.413761065000001,2.4137688649999998
2.5575229900000007,2.5575306900000006
2.6419514449999992,2.641958695
2.6978605599999987,2.6978680600000007
2.7374525300000006,2.7374596799999993
2.7671633099999995,2.7671707100000003
2.790270480000001,2.79027738
2.808943890000001,2.8089514899999988
2.822747215,2.822754314999999
1.5332754249999996,1.5332848750000005
2.406195175,2.406203275
2.6323921500000007,2.6323998
2.728597684999998,2.7286053349999997
2.7816931950000003,2.7817003450000004
2.815983370000002,2.81599042
2.840023185000001,2.840030084999999
2.857408785,2.857415685
2.8710429,2.8710494000000013
2.8818791849999985,2.881885885000002
2.8898743650000007,2.8898814149999996
2.332018445000001,2.332025945
2.8326853499999998,2.8326921999999994
2.8946896200000007,2.8946966700000014
2.9175457950000006,2.917552944999999
2.92972735,2.929734199999999
2.93737495,2.937381749999999
2.9426499600000007,2.942656759999999
2.946641149999999,2.9466481499999992
2.949797265000001,2.9498043649999994
2.9523558000000008,2.9523626000000003
2.95439932,2.95440597
1.0666186900000008,1.0666352399999994
1.44092593,1.4409356799999997
1.7178940550000001,1.7179034049999993
1.9125079600000001,1.9125172099999999
2.056705309999999,2.0567134599999997
2.1679845250000005,2.167992924999999
