CURED,allOneMemory
1.0298067249999996,1.0303276749999997
1.25211247,1.25212282
1.4314787899999992,1.43148879
1.5656554249999999,1.565664375
1.6697427750000002,1.669751825
1.7530078300000012,1.7530168300000006
1.8208035400000002,1.8208123899999997
1.877501624999999,1.8775099250000005
1.9253377600000001,1.9253463099999997
1.9662690050000007,1.9662776549999996
1.9984056750000008,1.998413825000001
1.0327374300000003,1.0328009300000003
1.2724384249999998,1.2724485750000003
1.4610067100000004,1.4610164099999994
1.5990621000000003,1.5990708500000002
1.704585025,1.7045938749999998
1.7881055599999995,1.7881142100000003
1.8556040349999998,1.8556127349999993
1.9113391399999997,1.9113473400000003
1.9580893050000003,1.9580979050000002
1.99791273,1.9979211800000007
2.029094545,2.029102795
1.0367342099999997,1.0367681599999998
1.2992729299999999,1.2992829300000006
1.4989554850000004,1.4989641850000004
1.6412790650000004,1.6412881649999995
1.7480600000000002,1.7480686499999993
1.8310182750000001,1.8310273250000002
1.8975405849999996,1.8975494350000002
1.9519333899999998,1.9519419400000004
1.9974110149999995,1.9974190649999999
2.035680945,2.035689545
2.0654097449999993,2.0654177449999986
1.0417998099999999,1.04182411
1.3324334,1.3324432499999999
1.5435121949999993,1.543521845
1.689827205,1.689836105
1.7972687399999998,1.7972774900000001
1.87926254,1.879271190000001
1.9440941800000002,1.9441028800000006
1.9965420799999998,1.9965508799999998
2.040029285000001,2.0400371849999996
2.0763338899999995,2.076342239999999
2.10447199,2.10447994
1.0484752550000003,1.048493205
1.373352635,1.3733624849999995
1.5970012450000006,1.597010245
1.7465661300000002,1.74657488
1.853126865,1.853135615
1.9333541199999997,1.93336267
1.9957151200000005,1.9957235200000005
2.0455460200000006,2.04555397
2.08632038,2.08632843
2.120315895,2.1203237450000003
2.14648147,2.146489570000001
1.0576634500000004,1.05767755
1.4254498299999991,1.4254595799999998
1.662052785,1.662061685000001
1.8129747099999995,1.812983409999999
1.9176647150000001,1.917673365
1.9944096650000003,1.9944184649999999
2.0531427450000006,2.053150745000001
2.099597850000001,2.0996056999999997
2.1370330650000002,2.1370409150000005
2.168119070000001,2.168127270000001
2.1917560649999994,2.191764365
1.0709472999999998,1.0709599
1.4950145349999995,1.4950241350000004
1.7431979299999996,1.7432067299999994
1.8927453199999997,1.8927542700000002
1.9926824850000002,1.992690785
2.063990465,2.0639985149999998
2.117691035,2.1176993850000003
2.1593321949999993,2.159340295
2.192766040000001,2.1927741399999996
2.2201451700000003,2.2201530200000006
2.2408816500000004,2.2408896499999997
1.0924728800000003,1.0924846799999997
1.5913357150000003,1.591344714999999
1.8469887249999999,1.8469974249999996
1.9898176449999994,1.9898255950000003
2.0809013849999998,2.0809095350000004
2.1442169049999995,2.144224855
2.1905813899999997,2.190589440000001
2.2260768449999997,2.226084994999999
2.2542387750000006,2.254246475000001
2.277070240000001,2.277077740000001
2.2940689649999984,2.294076365
1.1324634849999995,1.1324748849999997
1.7342258150000003,1.7342349149999998
1.9843394250000006,1.9843480250000005
2.110523989999999,2.11053219
2.1864053649999997,2.186413164999999
2.2373160199999997,2.2373236199999997
2.273599024999999,2.2736067749999993
2.301118825,2.301126775
2.322310029999999,2.3223175300000003
2.3393421050000005,2.339350305
2.352030724999999,2.352038475
1.234720335,1.2347302850000001
1.968455029999999,1.9684636800000002
2.174776105,2.174784055000001
2.264825955,2.264833505
2.314903405,2.314911354999999
2.3469487100000013,2.3469564600000004
2.3692709599999997,2.369278860000001
2.385780155000001,2.385787755000001
2.398243395000002,2.3982510949999996
2.4082029549999997,2.4082107550000003
2.415435785,2.415443085
1.754810915,1.7548195649999996
2.3591689449999995,2.359176894999999
2.42266079,2.4226680899999993
2.4451640050000005,2.4451715050000002
2.456784549999999,2.4567921999999998
2.4638491950000008,2.4638567449999997
2.46854715,2.4685543999999995
2.471920870000001,2.47192852
2.474503420000001,2.4745109199999997
2.4765146300000005,2.4765219299999996
2.4779226149999998,2.477930015000001
1.0326156449999997,1.0326782449999998
1.2625421000000006,1.2625522500000004
1.4458510099999995,1.4458604099999997
1.5820823999999993,1.5820917500000005
1.6865942199999995,1.6866029199999997
1.7699434849999998,1.7699522850000002
1.837589785,1.8375987850000004
1.8937584100000004,1.8937671099999998
1.9411331849999993,1.941141485000001
1.98155349,1.98156179
2.0132584599999994,2.0132665600000004
1.0359062450000005,1.0359358949999997
1.2837823099999994,1.2837926100000003
1.4761060750000001,1.4761153750000002
1.6158619400000003,1.6158705899999999
1.7218204700000002,1.7218297199999995
1.8050733600000004,1.8050822600000003
1.8720352349999996,1.8720438349999995
1.9272735700000008,1.9272816700000002
1.97354474,1.9735527899999994
2.0128271049999995,2.012835504999999
2.0434502099999996,2.04345806
1.040415915,1.040443865
1.3117596899999995,1.3117696400000003
1.5146706400000007,1.5146800899999997
1.6584781500000005,1.65848705
1.7652630499999997,1.7652719999999997
1.8480432800000008,1.8480522300000002
1.9138235349999995,1.9138323849999994
1.9676079050000004,1.9676159550000012
2.01226889,2.0122769400000005
2.0499751,2.0499833499999998
2.079142905,2.079150755000001
1.046141505,1.0461604549999999
1.3455601299999993,1.3455704800000001
1.560108959999999,1.5601186100000002
1.70719185,1.7072011999999999
1.81443512,1.814444070000001
1.8958600900000002,1.8958683399999998
1.9598754649999999,1.9598838149999989
2.011644274999999,2.0116527750000004
2.054248635,2.0542569349999997
2.089974075,2.0899822249999995
2.1173879949999996,2.1173957950000006
1.05358232,1.0535978700000002
1.387689364999999,1.387698915
1.614248655,1.6142577050000007
1.7640750100000004,1.76408401
1.8701397799999995,1.8701485800000006
1.9493267699999992,1.94933477
2.010808475,2.0108163749999997
2.0597741300000005,2.0597821799999996
2.0997430600000007,2.0997508599999986
2.1331007899999994,2.13310884
2.15849985,2.1585080000000003
1.0640464950000001,1.064060945
1.4414260849999996,1.4414359350000003
1.6801046849999994,1.680113735000001
1.830222325000001,1.8302311750000013
1.9341875650000002,1.9341958149999998
2.009744955000001,2.0097528049999998
2.0673018700000005,2.0673101200000006
2.1127684200000005,2.11277687
2.149345274999999,2.1493532750000006
2.1797118950000005,2.1797194949999996
2.2027232249999993,2.2027312250000004
1.07902033,1.0790326300000002
1.5120939400000006,1.5121032399999998
1.7611736749999989,1.7611826250000007
1.9097638450000005,1.909772245
2.0081467200000005,2.00815487
2.0781073999999995,2.0781150000000004
2.1305744449999993,2.1305821949999997
2.17122014,2.171227740000001
2.2037195549999997,2.203727705000001
2.2302794650000006,2.2302877149999993
2.2503779300000004,2.2503858300000004
1.10329067,1.1033020199999997
1.6100086550000006,1.6100177549999999
1.8647340150000005,1.8647426149999993
2.005674595,2.0056829949999995
2.0950563450000006,2.0950643449999995
2.156591589999999,2.1565995399999993
2.2017268400000005,2.20173459
2.2363461900000003,2.2363538899999993
2.2635326550000006,2.2635408049999994
2.285519034999999,2.285526385000001
2.301979909999999,2.30198751
1.1483626549999997,1.148373405
1.75397153,1.7539801799999999
2.0004530100000006,2.00046116
2.12384236,2.12385046
2.1977901099999997,2.1977977600000003
2.2472429100000006,2.2472509099999987
2.2825370249999994,2.282545025
2.3088670150000006,2.3088746650000007
2.3293120850000006,2.3293199849999997
2.34580487,2.3458121699999994
2.3579374649999996,2.3579451650000003
1.260227624999999,1.2602378749999996
1.9863766299999992,1.9863850300000003
2.1871958900000013,2.18720394
2.2739288250000005,2.2739365250000003
2.322245775,2.3222533250000006
2.3533865249999995,2.353394375
2.3747561699999995,2.3747638700000007
2.3905255199999997,2.39053292
2.40248149,2.40248944
2.41205451,2.4120619100000003
2.419050045000001,2.4190569949999996
1.80549393,1.80550238
2.3652976100000003,2.36530521
2.4262268500000004,2.4262342000000006
2.4476864000000003,2.4476938499999994
2.4587619999999997,2.4587696500000003
2.4654251750000014,2.465432325
2.469932175,2.4699395749999997
2.4731548450000007,2.4731621949999996
2.47562314,2.4756306399999994
2.47749703,2.47750468
2.4789212499999986,2.4789286
1.0359978650000004,1.0360354649999999
1.2743275800000002,1.2743375299999997
1.46187008,1.4618794800000003
1.5993917699999998,1.5994008200000005
1.7048067749999996,1.7048158249999998
1.7879076999999999,1.7879165500000005
1.8553806500000005,1.8553891500000006
1.911054339999999,1.9110625899999996
1.95783519,1.9578436400000003
1.9976332750000003,1.997641525
2.028757320000001,2.0287654700000006
1.0397102650000005,1.0397348650000005
1.2963106299999998,1.2963203800000005
1.492572165,1.492581515
1.633716469999999,1.63372572
1.74010535,1.7401138500000002
1.8230790599999998,1.823087659999999
1.889565185,1.8895736850000007
1.9442162400000003,1.9442248399999995
1.9897942949999996,1.9898027449999998
2.02838532,2.02839347
2.05847012,2.0584778700000004
1.0447939199999998,1.0448146700000003
1.3251372300000006,1.3251465799999997
1.5319814900000004,1.5319907400000004
1.6766852249999988,1.676693825
1.7836200850000004,1.7836287850000005
1.86580119,1.86580979
1.9310654550000006,1.9310739050000003
1.9840516899999998,1.9840597899999992
2.027903075,2.0279114249999997
2.06488553,2.06489358
2.0934924099999996,2.0935005099999993
1.0513279899999999,1.0513468899999996
1.3601270900000002,1.3601369400000005
1.5780801049999993,1.578088905
1.7258556549999997,1.725864655
1.8325944450000007,1.8326028950000006
1.9133374799999998,1.91334608
1.9766248450000004,1.9766333950000006
2.0272847499999997,2.02729255
2.069201399999999,2.0692093999999996
2.1040077850000007,2.104016035
2.1309592250000002,2.130966975
1.0599046249999995,1.0599189750000002
1.4034272600000006,1.4034369599999996
1.6330635950000008,1.6330729950000002
1.7826653899999996,1.7826741900000005
1.8881565800000004,1.8881647800000008
1.9661881550000007,1.9661963549999988
2.0265274899999994,2.0265355900000013
2.0747472750000004,2.074754825000001
2.1137966300000004,2.1138048299999994
2.1463610950000005,2.146369195000001
2.1709973100000006,2.1710051599999987
1.0716810449999996,1.0716939950000002
1.4585365249999995,1.4585454750000002
1.6992204299999996,1.6992291799999992
1.8487788449999996,1.8487875949999997
1.9513183200000004,1.9513266200000001
2.0258087349999996,2.025817434999999
2.0820769100000005,2.082084810000001
2.12648354,2.1264914399999997
2.1622053750000005,2.162213375
2.1916448299999995,2.1916525799999995
2.2139681650000003,2.213976265
1.0888225350000003,1.0888347350000003
1.5310120649999999,1.531021415
1.7808069649999996,1.7808156150000003
1.92758465,1.9275928499999995
2.024297405,2.024305605000001
2.092874635,2.0928828850000003
2.14403368,2.1440417800000002
2.1835411099999993,2.183548860000001
2.2151297299999992,2.2151376299999996
2.2408243999999997,2.2408320000000006
2.2601793099999994,2.260186959999999
1.116250325,1.1162621249999998
1.6303415200000004,1.6303503699999995
1.8837338749999992,1.8837425250000004
2.0222302899999995,2.02223854
2.10932688,2.109335329999998
2.169507995,2.1695155950000005
2.2132212250000007,2.2132293250000017
2.2466202700000006,2.2466279200000003
2.2729426650000004,2.272949615
2.294254539999999,2.2942620400000004
2.3101008799999994,2.310108179999999
1.1665474449999997,1.1665576449999997
1.7755229549999993,1.7755321550000005
2.017845925,2.0178540249999997
2.13819385,2.1382019500000014
2.209826020000001,2.2098338199999996
2.257424600000001,2.25743265
2.2912223700000007,2.291229620000001
2.3167989700000002,2.316806620000001
2.3365843900000005,2.33659219
2.352376315,2.352383665000001
2.3641048400000004,2.3641125899999995
1.2902013700000001,1.2902114199999994
2.0059010500000003,2.0059093000000003
2.199707275000001,2.199714625
2.2834520350000003,2.2834596849999995
2.3300114599999997,2.330018910000001
2.3596491799999995,2.35965693
2.380160935000001,2.3801685850000003
2.3953036699999997,2.3953111199999997
2.406902135,2.4069094349999993
2.416012685,2.4160198350000006
2.4226860100000005,2.4226930600000003
1.8552953899999998,1.8553041899999996
2.3720997600000002,2.3721073100000014
2.429727005,2.4297343050000006
2.450044389999999,2.4500514399999997
2.4606132150000004,2.4606201649999995
2.4670079399999993,2.46701579
2.471289334999999,2.471296935
2.4744482850000002,2.474455385000001
